country,global_mae_median,global_mae_p25,global_mae_p75,global_mae_min,global_mae_max,global_rmse_median,global_rmse_p25,global_rmse_p75,global_rmse_min,global_rmse_max,global_smape_median,global_smape_p25,global_smape_p75,global_smape_min,global_smape_max,tp_mae_median,tp_mae_p25,tp_mae_p75,tp_mae_min,tp_mae_max,tp_rmse_median,tp_rmse_p25,tp_rmse_p75,tp_rmse_min,tp_rmse_max,tp_smape_median,tp_smape_p25,tp_smape_p75,tp_smape_min,tp_smape_max
Australia,11590.563685825891,7311.884207589286,17659.360458374023,1432.2356480189733,40297.40987723215,13037.326228020744,9649.218877991112,21753.432049140745,1958.38414824866,42142.58163465117,146.3346118585083,117.56728977485228,175.34315790116705,25.536075980844096,200.0,12581.30859,7682.543718610491,20433.096923828125,1432.2356480189733,40297.40987723215,17266.701340941792,9401.803533888851,27202.731990499877,1958.38414824866,42142.58163465117,156.1522084107752,129.77668310954635,185.50702365529176,52.78244386856053,200.0
Brazil,10036.576049804688,6922.554617745535,16946.81392996652,2467.488603864397,48094.4951171875,12327.87795681139,8107.172102308427,21957.24579745613,3467.284294097461,59499.69779721566,117.98797986646494,100.71984687589918,142.61364757335315,42.69238165985851,188.2478851591706,11637.751883370536,7107.500270298549,21299.95880344936,3018.8370361328125,48094.4951171875,14049.47866815395,8840.153467191178,25838.4158663516,3809.575013366697,59499.69779721566,128.1988434132855,100.33271680987929,150.3969373544884,42.69238165985851,171.3396868703837
China,3982.25275530134,2180.682826450893,9666.582292829242,182.1300408499581,30745.05469,4185.258110359649,2313.808029936593,12081.48008495197,223.19441683641816,35517.10078558366,63.92964157833144,42.53500562198923,81.4207013218372,9.815214343071746,200.0,3634.232352120536,1965.5314418247767,8018.769008091518,182.1300408499581,30745.05469,3812.067559590618,2016.527697654723,11320.906827749754,223.19441683641816,35517.10078558366,65.54525775918313,53.543465748622125,77.5609580590559,9.815214343071746,198.97905310283195
Germany,5895.080461774553,3965.012634277344,20936.21508353097,1363.112758091518,72026.5066266741,7544.056972352653,4901.298742166027,26543.76535129025,1584.1002852120396,90018.89327432368,75.77491155248721,65.43988231064306,90.48551742035312,61.088453040408695,118.30137324626116,4279.566406,3442.189514160156,11451.204467773438,1900.6117902483256,60969.09333147322,5194.172147651179,4323.639396320148,15089.297105472497,2076.0090425432845,74765.93108471337,67.52509626505358,64.01620587176109,81.70107692293023,61.088453040408695,115.62367126327122
India,1587.6260201590403,1412.292689732143,2279.087969098772,1221.7546909877233,7862.956194196428,1862.809438220785,1608.519632649015,2707.2649395269123,1389.8194585548547,8372.004580628334,124.53107476197832,65.78431927857463,163.51044159690943,26.242078814829167,178.26223604129356,1453.623306274414,1406.8156520298548,2090.811828613281,1221.7546909877233,7862.956194196428,1664.780831979024,1603.4591231111394,2479.5620297959968,1389.8194585548547,8372.004580628334,154.34441791762285,76.15381830800287,163.7835189313655,26.242078814829167,177.59004739432626
United Kingdom,8757.393589564734,6251.285034179688,11976.633597237724,1041.9546434538704,26378.921037946428,11661.2924021765,8468.719810144657,16546.22373360637,1357.3571953542412,31433.25598405548,183.81380938885545,180.8319207595282,186.4574080060092,143.2887727774408,200.0,7923.384974888393,5262.117414202009,11274.6806640625,1041.9546434538704,22396.386160714286,8925.153004918096,7553.300880464882,11839.469801725838,1357.3571953542412,24007.18229842729,184.78538909490183,182.00181424437997,187.60214449609563,166.87720078699994,200.0
US,22918.591866629464,16873.643171037947,30504.68802315848,7533.744001116072,65045.22935267857,28390.93427210492,20264.334117400096,36195.83188151728,9829.435797319298,71130.68960004041,61.02555417970697,54.48275477813958,74.10098057009691,23.841404989803287,100.77667452771364,20901.604910714286,16240.100516183034,27915.826171875,11040.37193080357,47479.607700892855,25231.568516477,20031.989195610546,32215.222868758367,13820.991713482848,51009.38600934681,59.56289917664254,53.52867285391063,67.15397020630837,38.540593137478034,97.32524438191048
