,country,MAE_GLOBAL_ARIMA,MAE_GLOBAL_CNN_LSTM,MAE_GLOBAL_CURVEFIT_LSTM,MAE_GLOBAL_DELPHI,MAE_GLOBAL_EPILEARN_FULLCURVE,MAE_GLOBAL_LSTM,MAE_GLOBAL_PROPHET,MAE_GLOBAL_SARIMA,MAE_GLOBAL_SVR,RMSE_GLOBAL_ARIMA,RMSE_GLOBAL_CNN_LSTM,RMSE_GLOBAL_CURVEFIT_LSTM,RMSE_GLOBAL_DELPHI,RMSE_GLOBAL_EPILEARN_FULLCURVE,RMSE_GLOBAL_LSTM,RMSE_GLOBAL_PROPHET,RMSE_GLOBAL_SARIMA,RMSE_GLOBAL_SVR,SMAPE_GLOBAL_ARIMA,SMAPE_GLOBAL_CNN_LSTM,SMAPE_GLOBAL_CURVEFIT_LSTM,SMAPE_GLOBAL_DELPHI,SMAPE_GLOBAL_EPILEARN_FULLCURVE,SMAPE_GLOBAL_LSTM,SMAPE_GLOBAL_PROPHET,SMAPE_GLOBAL_SARIMA,SMAPE_GLOBAL_SVR
0,Australia,9523.898721502948,8663.634575679385,28544.88198333568,6023.675311802803,9770.413843659546,28311.2593466204,15765.587325039982,6059.089945988586,19743.48148091713,15636.515958759072,15126.14989377465,29644.50548839708,8238.16707703542,17188.462854942063,33336.403268693066,21731.147619857413,10815.579563373483,21840.987811765604,120.1086505654884,118.4415664320942,154.91883129865397,67.41503657775874,117.43163422858748,151.4696551379136,157.24616229797488,106.21678816246128,144.39969241510266
1,Brazil,14989.710088582462,18970.21847107101,23444.91046275001,12078.812479124315,17682.11846555444,17278.899503579476,29672.03067861414,14732.759952697215,16163.186706685312,22194.77711144349,24669.109893952707,26842.61039193274,15987.593127972492,27294.327680992486,22524.76007170362,40062.24226177077,22708.32629484328,21903.91061020871,127.88952011899266,125.61204232108445,128.54595175506807,80.32157164144877,137.0366234075015,122.65290623322232,163.21468247248555,134.06836990037115,123.9356578850304
2,China,9173.6557468296,13591.433386317016,12299.020342136797,10767.216361538363,8728.683373302467,11800.236087053036,12637.6251246636,8730.48064041352,11771.988341389588,14351.519625357949,19823.318738014423,18521.00957996274,15134.76891319737,14387.083875020557,18003.510339331693,17737.46973203265,14155.73653385518,17781.47322498517,72.48296950832261,183.26820611449943,155.0510597995882,94.58726126619602,72.70754506865109,148.76754561988332,90.7275926875579,71.75141045707856,135.88181310363822
3,Germany,18895.65844357489,26600.09678091165,289267.62283809483,20089.140046875596,97701.0954494163,26301.97001122724,33848.58784238869,24330.647289853117,22662.650025767234,30701.540925277448,38817.3344222277,293966.0960206013,28567.44340880449,205810.69762825107,37693.37104743503,41524.69210449744,39126.09097826712,32583.42356976181,89.9662334058003,102.4206672947848,165.0307253208431,51.49901861209296,120.65955367036908,99.1216438643156,108.09770950362925,103.44016286513956,93.5669064433785
4,India,2059.275689666115,14522.371153792334,33063.10487012529,1155.0084100466604,995.4866369907734,17849.824023021265,37751.85635210548,2234.6388349876456,5304.525946807259,4274.735468011895,17033.811990979764,33606.85815118458,2227.663254920555,1920.024240934046,27155.63033348725,42931.62187322722,5216.215738058773,7644.251025727215,117.06205703913729,166.29657957167282,185.64832844445,61.77160148996958,56.22289894898758,169.79228460100435,199.3983492547728,117.51931491276169,138.2922105561444
5,US,31330.382578077464,51131.25742764778,83768.67717219713,19452.813084119,43557.68628197016,41179.1468125016,85920.69151553708,24296.17597363664,20854.4127409554,39439.74178074555,59716.68830196166,96173.7951684152,23549.258656674905,57166.96820681067,51772.55727094569,127177.00129492248,33727.914917446855,28166.43764801028,75.14916750954986,87.53760747268959,103.0424390661368,38.33734414120293,88.40523600982797,81.55829862694104,98.24724987089384,69.46826364824565,58.0551927509194
6,United Kingdom,8076.104652261724,17327.167426599462,161032.0721690846,2986.72876598728,8721.079868424531,8134.849070866658,18427.072610769155,5520.099358281052,14058.10591892198,12602.941218893744,19203.12592785713,164979.9202808823,3713.644404107415,16090.129306934115,14197.427692284344,25641.748924038777,11238.761168265644,17108.15120715439,179.28586968402195,179.59007532724007,189.95921110815812,78.46883190903411,174.19639561353478,185.19184333802733,189.3967375222992,171.4116923890896,175.22855498601717
