,country,MAE_GLOBAL_ARIMA,MAE_GLOBAL_CNN_LSTM,MAE_GLOBAL_CURVEFIT_LSTM,MAE_GLOBAL_DELPHI,MAE_GLOBAL_EPILEARN_FULLCURVE,MAE_GLOBAL_LSTM,MAE_GLOBAL_PROPHET,MAE_GLOBAL_SARIMA,MAE_GLOBAL_SVR,RMSE_GLOBAL_ARIMA,RMSE_GLOBAL_CNN_LSTM,RMSE_GLOBAL_CURVEFIT_LSTM,RMSE_GLOBAL_DELPHI,RMSE_GLOBAL_EPILEARN_FULLCURVE,RMSE_GLOBAL_LSTM,RMSE_GLOBAL_PROPHET,RMSE_GLOBAL_SARIMA,RMSE_GLOBAL_SVR,SMAPE_GLOBAL_ARIMA,SMAPE_GLOBAL_CNN_LSTM,SMAPE_GLOBAL_CURVEFIT_LSTM,SMAPE_GLOBAL_DELPHI,SMAPE_GLOBAL_EPILEARN_FULLCURVE,SMAPE_GLOBAL_LSTM,SMAPE_GLOBAL_PROPHET,SMAPE_GLOBAL_SARIMA,SMAPE_GLOBAL_SVR
0,Australia,8918.615474308875,15403.788056672696,21329.29212664031,7789.463387727736,9289.585838323395,13038.718528584306,13509.740747446407,4333.275419399116,26462.25509047504,15008.551611372366,17875.241524939844,22653.11325442283,10700.617795658498,16786.512529429085,18120.52248425123,19276.901686484733,7598.906615942019,29570.276850515427,110.74284063156806,136.31861076111153,144.538594721535,71.46736545371968,106.72677836302252,145.2052106545327,134.02361062042644,86.36936837854608,144.91765337316596
1,Brazil,13571.483997457424,14831.934585546234,14551.643251186528,12651.273996561282,16926.509697578385,13494.370034380696,24870.14922683867,12348.226163347184,14511.352693491302,20202.935599555247,20888.978285897352,20430.14414927165,15936.724988015438,26128.78571068436,19997.32729629992,34249.72460691847,19111.0460700484,20259.118022593942,124.7655959346564,117.62816859791086,117.23842683600564,77.44020570422478,134.7290126870214,121.02299551748092,152.9664918848038,124.92247804425756,117.86094621120624
2,China,5238.80308780263,9607.594137620848,6368.355813227165,10922.112368405156,5329.829824655717,7162.209733283774,9725.467706007086,5310.070319132056,11899.99188059498,9546.671956820654,15025.17268057076,10863.516631456843,15206.731536948311,9794.137541038504,11724.951636898077,14366.143459425575,9731.983096696207,18106.90084990273,43.98743980525657,95.12566990201503,59.80579173454193,77.3257101773393,43.18904867112809,70.7048198406427,71.28501990827756,45.25693493385418,114.69738360039608
3,Germany,12009.64462665034,21852.37066159303,243846.8882140641,25332.07046068246,95977.97549253568,14644.65950452557,29098.93746054758,12390.609901316871,10163.821969520555,21458.899265313856,30747.03671883332,248636.74226777547,33881.989364871966,202436.41501620383,25599.51659173848,36411.02022231977,20781.6370078994,18091.489118223617,78.06066151949965,85.5098515100895,159.43280356454318,55.96517116395062,117.41814375847083,79.52539457455951,101.71383017440326,79.33064043034773,75.93534136589206
4,India,1163.010776462485,4154.950103520956,2786.142930905364,1970.517031957132,828.5474479507438,2093.1785572064528,30444.155464053056,1118.2589463492448,895.2625713087343,2397.859591901223,4615.711801258873,3139.890388379584,3512.3467782654216,1922.8469053153867,2784.5278587503567,35155.15073703368,2468.687157238802,1658.325161275311,78.00053104125112,172.31817836017805,167.94524759908225,72.88197138061773,42.47585967082191,115.8956473281776,199.5078562758516,74.6719800970644,80.68373808067861
5,US,25904.13121311289,34241.16178831404,33559.82248737089,21407.35453401321,43656.11088658729,24651.653263486663,65505.76905036786,16722.58769797838,17261.69457864578,33339.46591329141,42558.40990622767,41309.72503067722,26084.17472179573,56783.19391766638,31166.339492153005,99954.1133391744,22624.690951070697,23496.898078052945,66.19093092963124,78.60910890851271,77.30444079161309,35.563819335365466,86.81694610705999,64.16364042680364,87.34465481438956,51.21078962549445,46.79495676966519
6,United Kingdom,8221.830297851295,10174.36172011803,104169.82879493016,3471.719364194444,8729.525298869623,9750.91136824752,14677.909363976742,4869.89316540528,7325.830601481923,12548.448794371132,14208.19075275578,107831.8069684603,4451.552421955278,16030.09083612244,14481.7411524107,20905.44428981509,10268.58220842742,10655.834227539612,178.6541557660861,184.40735893147755,186.003475012482,73.70201325238519,173.3686822323298,183.7490684681186,187.5703520903917,165.426750121522,172.9025689964159
