model,country,W,F,target_var,MAE_global,RMSE_global,sMAPE_global,MAE_mean,MAE_median,MAE_p25,MAE_p75,MAE_std,MAE_min,MAE_max,RMSE_mean,RMSE_median,RMSE_p25,RMSE_p75,RMSE_std,RMSE_min,RMSE_max,sMAPE_mean,sMAPE_median,sMAPE_p25,sMAPE_p75,sMAPE_std,sMAPE_min,sMAPE_max,exog_vars
prophet,Germany,NA,28,new_cases,37790.9500153482,46114.47896341237,114.03596749830372,37790.9500153482,37634.58814656302,26973.464651920738,48657.53210384807,12657.670878085024,15954.941693908038,60921.95862731762,44397.34228060462,45929.25917141978,33205.347081428234,54949.566580281586,12466.80265688999,21475.638164265838,65006.6284769152,114.0359674983037,107.97037556759321,97.74613258741151,127.52777895640943,20.817517511097552,82.65671381057683,155.95786459171094,death_all
prophet,Germany,NA,28,new_cases,33950.61848073469,41419.128968741075,105.57939216948573,33950.61848073468,35755.66797480793,21688.165117036566,43770.50808743239,12529.131858747476,15446.516947463519,56021.82706032407,39327.44332004661,42437.06549690881,26993.270238129167,48997.86004371694,12996.016560382192,18113.171101804375,60434.13582972514,105.57939216948571,98.78897082975189,90.22525977875065,116.16028749220291,19.201824102630866,80.93130300171848,149.10652653014512,death_mobility
prophet,Germany,NA,28,new_cases,30290.833270053707,39097.69924785466,110.52652439084352,30290.8332700537,26939.990173286544,21409.329486635273,37537.46988748696,11040.70082266167,15317.991045295115,55589.541984085234,36685.406378051506,32820.74391969441,26198.25059671522,45533.01957353808,13520.763490014644,19487.21770239567,69361.55045838555,110.52652439084349,109.00824202936427,90.61369475749086,129.4931682282904,21.08359552960509,80.25939456759582,149.29001313515394,death_recovered
prophet,Germany,NA,28,new_cases,35934.94425903952,44165.02243151335,110.99656312586492,35934.94425903951,36568.99100140964,23953.62989397783,46952.29830980362,13235.005674984124,13639.247138919742,61109.91399417018,41936.57070454644,43130.31478494819,30017.447808559973,53584.20241785204,13851.831789285308,16711.588019798866,63355.44137230554,110.99656312586492,108.15117215276491,91.63598569001513,124.70955742537164,22.223236606872398,78.58849583047255,157.82579934786443,death_stringency
prophet,Germany,NA,28,new_cases,33848.58784238869,41524.692104497444,108.09770950362925,33848.58784238869,34578.90823884185,26069.401455030387,41799.40110258496,11878.678563852589,10097.957792191753,55565.887735351316,39430.19262832056,39603.50855601575,30495.80497556075,47588.116320807996,13021.519253406905,15474.115296214475,65109.64908500903,108.09770950362926,104.02837937174968,91.52963985945058,119.16952692367406,20.707225449022037,80.13893845330364,153.5282020323207,no_exog
prophet,Germany,NA,7,new_cases,31649.396348242102,39526.9320487065,107.06779737266989,31649.396348242102,29697.723472990598,18926.66576100776,42913.09012937898,14169.682010279697,8122.23339399057,66155.52909998309,36597.422967989274,32454.297312951137,24319.14704558251,48133.19756717592,14933.418539810378,11855.272510464285,80134.79251759264,107.0677973726699,101.4546710911251,85.12913589853468,127.03477671884932,24.52574051316888,68.54009215746582,153.42671650140244,death_all
prophet,Germany,NA,7,new_cases,29481.50253944853,36143.551253312624,100.57951369522256,29481.502539448527,28004.17496618924,17386.335086608036,40592.574108178655,12717.838550691296,9334.980509308776,57343.89491033866,33548.55474437846,32679.182900528103,21644.184050390933,44025.967337759175,13448.076879772732,13594.286279314138,69088.8205924709,100.57951369522252,98.90314321663568,82.93542165341717,111.43325179200544,21.97262160937535,69.08766361970494,155.93288839771253,death_mobility
prophet,Germany,NA,7,new_cases,26350.462181595998,34384.730813309434,102.11252298314379,26350.462181595994,22127.259846052533,16407.537661471222,32054.676476706598,13311.68345098102,9480.506290960122,73557.38761993508,30742.050783543065,26233.545939962863,20387.963404615144,37447.91361042909,15402.468202395676,12474.672144631679,89247.46755361486,102.11252298314379,92.0770597310605,82.77919855015054,124.04530013992212,24.0221338612436,68.0887540414239,152.94617892017413,death_recovered
prophet,Germany,NA,7,new_cases,30512.89443287886,38251.13832656743,104.50037871870693,30512.89443287886,28881.26086155905,16919.53765416663,44750.69735939325,15022.37230163298,8345.811338390746,70523.4834917856,34584.93707905048,31876.492517650797,20080.721419213503,47712.22083906783,16341.104935600728,11998.432087714687,85589.55506839338,104.50037871870694,97.47708759802086,82.93541595441485,122.26374305222136,25.702150249296082,70.02049955388017,155.9107815982913,death_stringency
prophet,Germany,NA,7,new_cases,29098.93746054758,36411.02022231977,101.71383017440326,29098.937460547582,27506.644865536808,18266.27391382663,38296.69966297745,14276.141880750458,6398.241401612539,71600.86503757413,32981.421149487964,31113.98737421556,22931.364513470606,40744.11972778992,15426.867880107362,9634.996478329198,84199.25279330675,101.71383017440326,94.57053465767262,83.45177855543419,117.87910249438792,24.163030405631606,65.79473524351016,153.31686344328983,no_exog
