model,country,W,F,target_var,alignment_MAE,alignment_RMSE,alignment_sMAPE,alignment_MAE_mean,alignment_MAE_median,alignment_MAE_p25,alignment_MAE_p75,alignment_MAE_std,alignment_MAE_min,alignment_MAE_max,alignment_RMSE_mean,alignment_RMSE_median,alignment_RMSE_p25,alignment_RMSE_p75,alignment_RMSE_std,alignment_RMSE_min,alignment_RMSE_max,alignment_sMAPE_mean,alignment_sMAPE_median,alignment_sMAPE_p25,alignment_sMAPE_p75,alignment_sMAPE_std,alignment_sMAPE_min,alignment_sMAPE_max,tp_same_sign,tp_diff_sign,tp_diff_percentage,tp_slope_diff_stats,global_same_sign,global_diff_sign,global_diff_percentage,global_slope_diff_stats,lead_lag_unmatched_rate,lead_lag_within_halfF_ratio,lead_lag_mean,lead_lag_std,lead_lag_median,exog_vars
prophet,Australia,NA,14,new_cases,14490.16983469657,21300.9493941198,153.59867592020677,14490.169834696571,12553.693899813243,10921.423003591837,15730.757055049582,7010.64998897357,4179.137051517813,34619.83264353872,19806.667184855043,19908.84723435743,12866.826963375097,26444.295544531407,7837.498332965634,7645.178138738009,37275.79108119076,153.59867592020677,160.78851286965698,137.37617133988675,175.35863353369166,28.486529061112588,73.00097033117045,196.4428017523974,46,66,58.93,"(107.10565066041309, 176.4177679903661, 1.594149272212877, 179.1037834624076, 85.2798657259747, 0.003806557711564031, 179.7656398389946)",87,87,50,"(90.51451409362517, 104.22932281467723, 0.7139532031317586, 178.72454748528753, 87.34859001582505, 0.0025589772457931155, 179.7656398389946)",0.5590551181102362,0.4330708661417323,3.4464285714285716,2.2475816729594893,3,death_all
prophet,Australia,NA,14,new_cases,13928.17941379929,21017.922399755742,135.1159867651902,13928.179413799293,11320.11937942179,9945.036660346927,14904.66199899328,7568.161797064584,4077.5429292906983,35518.003822950915,19478.760259359387,18792.007436000058,13566.936523364568,24395.67331421085,7894.995931636411,7314.036686567511,38501.28334445054,135.11598676519023,140.66996656730916,102.74756665309852,173.0434482452585,39.2927284030598,50.75927164505494,183.0794412105158,55,57,50.89,"(92.22625526533498, 162.3572062660731, 0.7287660791378965, 178.56734023548827, 86.72527201676614, 0.01113234864178635, 179.76632259480516)",101,73,41.95,"(76.29817497897855, 3.612074672245584, 0.5929694230371008, 178.2768667595877, 86.16742508285301, 0.005143143295982837, 179.76632259480516)",0.5905511811023623,0.3937007874015748,3.423076923076923,2.4281531256924374,3,death_mobility
prophet,Australia,NA,14,new_cases,15300.94872118544,22190.25304710621,151.48185986791333,15300.948721185441,12615.388949585249,11177.07421074737,18456.51490914856,8030.043393949926,4072.0537076389382,37459.87241441151,20486.29446502984,19540.128377674537,15094.996104611417,25353.141083362985,8527.547677186802,6410.174337556777,40345.030146234734,151.48185986791333,157.68880030861692,129.5983247398888,175.7010413859346,29.35314473022802,74.22249416521663,194.3886551917624,50,62,55.36,"(101.02335371957057, 175.36114666459287, 1.031468108090107, 179.031960657241, 86.0006917507104, 0.002766612764251662, 179.77162819741386)",82,92,52.87,"(95.7045463176228, 171.03415759984978, 0.707481176935631, 178.9367042301912, 87.12887559210736, 0.002766612764251662, 179.77962510156414)",0.5590551181102362,0.41732283464566927,3.6607142857142856,2.712106096840513,3,death_recovered
prophet,Australia,NA,14,new_cases,15045.51198013946,21573.816022821797,164.42026734370188,15045.51198013946,13906.47258385093,10766.431834930057,16654.55071810928,6850.473094030861,4133.979807410244,34068.62342677563,20032.48893287979,20330.174235597908,12098.830702432595,26829.65718199955,8008.053754852759,7122.499803032058,36812.2757510606,164.42026734370185,174.46434131996057,146.20434243657434,183.81696673617134,25.291167278731393,82.24662815715628,196.67645207545777,47,65,58.04,"(104.24943910110434, 175.57002778179043, 1.1757659054843068, 179.0697183040092, 85.66155510739847, 0.0033144363103820343, 179.76836730687626)",82,92,52.87,"(94.86232872620572, 170.9145759687, 0.659538899435048, 178.90065460796575, 87.35434901158304, 0.0018191620502842527, 179.76836730687626)",0.5590551181102362,0.4251968503937008,3.4107142857142856,2.278570410780215,3,death_stringency
prophet,Australia,NA,14,new_cases,15232.115314987559,22170.60136194122,149.9446167367125,15232.115314987563,13287.938163433351,8720.520617961423,21197.717211755626,7940.800768109874,4303.208490843396,34161.68850747412,20339.06993750234,21581.486283661827,9670.591396442229,27726.567313433752,8823.706637660753,6052.4795756949125,35062.36567587876,149.94461673671248,151.65765411204927,132.52285211686944,166.6690477421677,28.46191797126028,80.35505784285962,200,45,67,59.82,"(107.50894001779568, 176.32400083030893, 1.9128052845236327, 179.25611083007092, 84.99146945913766, 0.04133694215224937, 179.7628784730545)",76,98,56.32,"(101.05959318835235, 175.97893797890433, 1.2831398083185723, 179.1679532550739, 86.48607800890811, 0.003786371157568992, 179.81549036348383)",0.6062992125984252,0.3700787401574803,4.08,2.8272724289949673,4,no_exog
prophet,Australia,NA,28,new_cases,14545.003278506145,21034.01171336015,159.8496358551753,14545.003278506143,13773.882563698227,11083.160177007025,16340.148299096989,6437.069210552719,3773.745313897285,33137.52499522118,19425.369370302175,17878.96307780217,13599.609877786275,26258.46582057989,8067.507272082136,7118.7444001288495,38420.268919647315,159.8496358551753,170.37484217536257,134.25799211602435,181.31786113995696,27.870024514084108,99.27602281025985,194.47890859549292,68,95,58.28,"(104.88403760516533, 174.84208674908058, 1.281759746013862, 179.44061390987545, 86.6441239938551, 0.03289279824479881, 179.79011948796662)",79,95,54.6,"(98.30098094387279, 174.27181607177687, 1.0033065514012622, 179.3457733811371, 87.60583897164291, 0.03289279824479881, 179.79011948796662)",0.44921875,0.39453125,9.808510638297872,6.663241267921257,8,death_all
prophet,Australia,NA,28,new_cases,13818.434932006763,20585.98012657321,147.28398540236626,13818.434932006763,12382.97866347144,9799.295056226747,15288.05327467815,6872.223065527901,3555.3833585879656,33689.895812959185,18896.767968009906,17740.25074420143,13143.006445658713,23191.34584761761,8166.684647692834,6430.90602035469,39126.53170126963,147.28398540236623,153.9608753053652,121.37385692458626,177.94297934693088,32.13221534816812,72.27377841067198,191.21939030934726,82,81,49.69,"(89.71730491846725, 53.402969115010315, 1.307763740756084, 178.89514631658824, 87.37719013777613, 0.04620319793369325, 179.7893271658333)",93,81,46.55,"(84.08982160554642, 9.229677302948485, 0.9969127765172878, 178.8463451033793, 87.30056372722306, 0.04620319793369325, 179.7893271658333)",0.453125,0.40234375,9.414285714285715,6.455142074219251,7,death_mobility
prophet,Australia,NA,28,new_cases,15542.192806164272,21993.85770213108,157.12422287422442,15542.192806164272,14104.308168353224,11853.133843066418,18684.473456649,7214.677579925821,4763.239779991198,35929.60933026688,20209.24035944321,19718.58376666314,13719.404306149074,24395.00684045803,8678.501063884374,6410.469197545225,41469.95029503049,157.12422287422442,165.23579555437695,130.18702861358497,180.50054021438103,27.640565969000182,104.72625853714473,196.11502941245064,58,105,64.42,"(115.38494070134057, 178.15612121587844, 1.4872659269771173, 179.31156930855724, 84.15661746242397, 0.024975799958956973, 179.79247697444575)",69,105,60.34,"(108.12059771051972, 177.19528326694223, 1.1336208091221862, 179.27774424976639, 86.11953484870793, 0.024975799958956973, 179.79247697444575)",0.484375,0.375,10,6.346243704767833,8,death_recovered
prophet,Australia,NA,28,new_cases,14973.382170530856,21241.655831032473,163.53427759964606,14973.382170530856,14208.01732499431,11504.873141034532,18133.691855946927,6358.323756415742,3501.917531623099,32120.08875035542,19616.007008843415,18974.08541874898,12399.63561144704,26967.235987578355,8149.859598363757,6354.575893859118,37647.747473010044,163.5342775996461,175.9233971747928,136.5558252463291,186.07733464645995,27.818400843301347,88.88784737841881,197.6169363545955,62,101,61.96,"(111.1851939296327, 177.48180515456, 1.4480658423061168, 179.40991889408787, 85.35284140310856, 0.0028618657687286848, 179.7903024776846)",73,101,58.05,"(104.20127278189116, 174.84494431022017, 1.073740642421829, 179.3919161203545, 86.87529129146345, 0.0028618657687286848, 179.7903024776846)",0.47265625,0.38671875,9.622222222222222,6.637598318879056,7,death_stringency
prophet,Australia,NA,28,new_cases,15776.543095554089,22067.42942071685,157.48541554087757,15776.543095554089,14624.060739668368,9448.06036689676,21291.378553406976,7182.46898306529,6006.784592561031,32013.974382440967,20433.28213177582,23016.824132129248,10624.462661255558,27637.68156489679,8333.812006613227,7798.346271564556,33522.51402210274,157.48541554087757,158.748184783508,139.5319205399169,175.34348179624038,24.152647207877894,105.59082629859124,200,53,110,67.48,"(121.23717979220397, 178.73958723694994, 2.518526390794503, 179.413855987806, 82.08140018061556, 0.055694584301295855, 179.78686752740464)",60,114,65.52,"(117.76430182554647, 178.37244851490595, 1.8358577327898549, 179.40695657814072, 83.27014468657674, 0.055694584301295855, 179.78686752740464)",0.51953125,0.34765625,10.211382113821138,6.827202139801505,9,no_exog
