model,country,W,F,target_var,alignment_MAE,alignment_RMSE,alignment_sMAPE,alignment_MAE_mean,alignment_MAE_median,alignment_MAE_p25,alignment_MAE_p75,alignment_MAE_std,alignment_MAE_min,alignment_MAE_max,alignment_RMSE_mean,alignment_RMSE_median,alignment_RMSE_p25,alignment_RMSE_p75,alignment_RMSE_std,alignment_RMSE_min,alignment_RMSE_max,alignment_sMAPE_mean,alignment_sMAPE_median,alignment_sMAPE_p25,alignment_sMAPE_p75,alignment_sMAPE_std,alignment_sMAPE_min,alignment_sMAPE_max,tp_same_sign,tp_diff_sign,tp_diff_percentage,tp_slope_diff_stats,global_same_sign,global_diff_sign,global_diff_percentage,global_slope_diff_stats,lead_lag_unmatched_rate,lead_lag_within_halfF_ratio,lead_lag_mean,lead_lag_std,lead_lag_median,exog_vars
sarima,Australia,NA,14,new_cases,5605.648081316891,9716.772523971997,102.37263134569268,5605.648081316891,4974.326579919238,3126.9854067698334,7251.535919281638,3617.9864633943307,431.9269166747149,21731.296076118695,8554.714462613012,8340.892710400685,4782.264983853898,11954.023104091797,4607.876815386552,979.3667999612517,23244.77180690571,102.37263134569268,94.06305101505735,54.27578914387657,151.3059749421121,49.93706277042617,25.059673246214647,194.76944089361788,77,35,31.25,"(57.47893860212641, 1.3220111638834746, 0.19340406763660303, 176.6024052969562, 81.26530819288783, 0.0003285907707230815, 179.72647877811286)",127,47,27.01,"(49.44644213336961, 0.7553659667735763, 0.14583190196921852, 173.45347237206022, 78.10628208421191, 0.0003285907707230815, 179.7394606838865)",0.5039370078740157,0.4645669291338583,3.5555555555555554,2.6321693357735136,3,death_all
sarima,Australia,NA,14,new_cases,5586.1779176338,9710.167927106662,102.20279492447621,5586.1779176338,4977.0996332229415,3055.3784441961,7183.7242497377865,3626.182602479704,428.74834234982916,21758.09585802048,8539.179168361516,8334.260234219088,4766.3519308954255,11945.102154189759,4622.74597000869,972.7361437970781,23269.799250806136,102.20279492447621,94.46812031277824,54.206480335723946,151.25274971297046,49.96050660451865,25.536999262160936,194.4530765252621,76,36,32.14,"(59.0754350099553, 1.4222843739111584, 0.19652261669778992, 176.37674855105342, 81.60711327730158, 0.003682654226827115, 179.727075732766)",126,48,27.59,"(50.6452919129281, 0.7538144627927408, 0.13260637545825718, 173.65342398770431, 78.39787691884084, 0.0012486065073079216, 179.74001005877895)",0.4881889763779528,0.48031496062992124,3.646153846153846,2.618627796854975,3,death_mobility
sarima,Australia,NA,14,new_cases,5547.519387920012,9683.459315215281,98.4791321903164,5547.519387920012,4889.546599504436,3066.6563058657175,7191.651453729019,3657.917510996184,429.25520964780486,21999.46314095804,8500.275320464176,8361.546687308652,4757.700414647855,11920.710144336097,4638.394526744924,973.4156833423458,23520.137658403335,98.4791321903164,91.51554194562075,49.97487642550797,149.69399568287798,50.66244975916397,25.429962226327813,195.1669597239509,72,40,35.71,"(64.52522798949418, 1.5228898302712812, 0.19562562893875246, 176.8154714143875, 83.24700583569543, 0.003581084536082061, 179.7285571419312)",121,53,30.46,"(54.890753755920116, 0.7561633830419023, 0.13097349339523112, 174.4816637539016, 80.38637990934231, 0.003581084536082061, 179.74232732740472)",0.5275590551181102,0.4409448818897638,3.8,2.654066275851108,3,death_recovered
sarima,Australia,NA,14,new_cases,5557.6666755028145,9679.16716945887,98.61578064725813,5557.6666755028145,4885.938626622623,3159.4995506674513,7216.172455650709,3645.303774705939,429.9574877007841,21909.429789590704,8502.842004661985,8348.21298328241,4771.309645851657,11919.160272945857,4624.711335649628,977.7811883335723,23425.41367098498,98.61578064725815,91.32188041988601,51.09577883672897,149.71738921254294,50.51493205616813,25.11631037767691,195.30631982266374,74,38,33.93,"(62.386642681583815, 1.5227829857989597, 0.19497377354621032, 176.8214729980287, 82.71911512561073, 0.0016850857787903133, 179.72757351045772)",123,51,29.31,"(53.50041406627249, 0.759193997765321, 0.12665198010471584, 174.00383004884347, 79.85630764240152, 0.0016850857787903133, 179.74165620282832)",0.5275590551181102,0.4409448818897638,3.816666666666667,2.6456979257134203,3,death_stringency
sarima,Australia,NA,14,new_cases,5068.982972663701,9262.703320370523,98.81064572286769,5068.982972663701,4472.621960382867,2147.7630135478225,6846.756701205615,3350.2633587603136,753.8584765592472,17547.146162021098,7893.032682806754,7515.29702842838,2994.1495610161583,11916.236959290976,4847.443436425797,975.5324485864707,17992.819111692075,98.81064572286772,90.92988218220879,53.87961881135933,150.5655099358488,47.93017818295318,20.526084999172372,175.0018735877714,73,39,34.82,"(63.45566410631399, 1.6035749444079184, 0.12968047038684158, 176.82154366796027, 83.01970319830536, 0.003237242087742599, 179.77138684382172)",117,57,32.76,"(59.20703748473618, 0.7379407576931526, 0.1184357493198999, 176.61676129640196, 82.12254325625446, 0.0020187041381394613, 179.77138684382172)",0.6614173228346456,0.2440944881889764,4.325581395348837,3.2566483664194954,3,no_exog
sarima,Australia,NA,28,new_cases,6556.28192426944,11414.343003828186,107.79640142243312,6556.2819242694395,5034.600431264832,3539.901624439615,8103.832096730692,4585.1888738262605,1044.0024137328344,28886.431932128675,10073.617950210524,9338.880277749693,5680.853006304003,13230.432123915221,5367.443302191255,2869.0409472328647,31306.705195256774,107.7964014224331,103.60713149133092,67.39760900422729,155.79974134039958,45.28821557650261,37.5175829601913,197.38472044680893,127,36,22.09,"(39.940344511192684, 0.8281368060061756, 0.16445349157289013, 6.914631939509068, 71.91830384459891, 0.0033015264643797815, 179.69425182367212)",135,39,22.41,"(40.51305084964599, 0.8276648269132261, 0.1705590457356112, 7.057812380348546, 72.41965614660315, 0.0033015264643797815, 179.69425182367212)",0.4765625,0.41796875,8.08955223880597,6.6212947494356955,6.5,death_all
sarima,Australia,NA,28,new_cases,6549.952246482872,11425.645637654181,107.9384647614487,6549.952246482872,5176.373687047965,3592.686483444516,8072.624705825563,4580.754491415988,1040.1335457730133,28968.86010264355,10084.429320316833,9306.442467603043,5643.212187361574,13240.109275666393,5371.1882782844405,2861.5867292033886,31391.81635176865,107.9384647614487,103.67815561832356,68.6113311435618,155.61099998188962,45.17087237101632,37.52920384626259,197.22653826263107,125,38,23.31,"(41.909113881452726, 0.9770472454903156, 0.16969345420974052, 10.37761499366664, 73.4291217918522, 0.003349387572853755, 179.69537061624948)",133,41,23.56,"(42.361445755628374, 0.9484236630526593, 0.18918703848771373, 11.15520590971916, 73.82029717025073, 0.003349387572853755, 179.69537061624948)",0.47265625,0.4296875,7.970370370370371,6.590292205535305,6,death_mobility
sarima,Australia,NA,28,new_cases,6467.393619533183,11407.209654449514,104.21606806343904,6467.393619533183,5030.091631753699,3239.9366754265666,8148.979786948614,4661.458807346878,1040.182475396437,29402.219050214182,10023.806384643392,9318.979903069232,5546.399604938615,13255.757428563566,5444.973614605361,2862.8834977837632,31834.061778211442,104.21606806343905,96.8813165449829,65.86399516338659,145.84390989959843,45.30461506227594,37.51929888218298,197.58347986197543,122,41,25.15,"(44.637747740961174, 1.032225603186356, 0.17949300365187176, 77.84213224336658, 74.44941107037664, 0.0036674098129407845, 179.69727270799868)",131,43,24.71,"(43.94040542019762, 1.0085843910561234, 0.18920379590476719, 46.21522502166836, 74.1256793652896, 0.0036674098129407845, 179.69727270799868)",0.484375,0.39453125,8.651515151515152,6.903904027183646,7,death_recovered
sarima,Australia,NA,28,new_cases,6473.507498098949,11392.290560040825,104.27790808868397,6473.50749809895,5024.011202653275,3244.980632846652,8057.528839979874,4654.798449662705,1041.9007509684545,29242.780203055325,10010.893283302245,9302.524645526402,5547.745872644753,13235.751265538314,5437.490218357115,2867.5131945798207,31667.31526713869,104.27790808868397,95.58281359763633,65.56764835014869,145.87158436091894,45.249156065345744,37.50282242445043,197.65315991133184,125,38,23.31,"(42.46548302836626, 0.9496433914744674, 0.16591047564125017, 19.885223485942728, 73.01778793853107, 0.000561253787624973, 179.69626563090094)",134,40,22.99,"(41.88364961026284, 0.9147919714746731, 0.19448003382481072, 12.88348272837095, 72.77150137516983, 0.000561253787624973, 179.69626563090094)",0.48828125,0.3828125,8.931297709923664,6.936182545391572,7,death_stringency
sarima,Australia,NA,28,new_cases,5878.455547545166,10764.879573146653,102.69935671565513,5878.455547545167,4809.1367002793295,3118.292616242913,7757.869572730466,4012.246255563239,1281.6314809571866,27627.634833410637,9208.865888940327,8400.831410408302,4166.741716467575,12546.021669135876,5574.892040556604,1692.3470569725635,29233.42411209774,102.69935671565511,94.04296759630061,66.24070818355462,151.75401924864263,43.27386074296439,38.59934977313083,178.49291494589573,127,36,22.09,"(39.37000153390159, 0.5652264640517259, 0.20223764302549876, 4.738752207950375, 71.84553862413746, 0.0007880230719236507, 179.7223692850855)",134,40,22.99,"(41.00559400180088, 0.6383978289829888, 0.21464873112214344, 4.928483083672301, 73.04358578647373, 0.0007880230719236507, 179.7223692850855)",0.60546875,0.27734375,9.01980198019802,6.646773951353848,8,no_exog
