model,country,W,F,target_var,alignment_MAE,alignment_RMSE,alignment_sMAPE,alignment_MAE_mean,alignment_MAE_median,alignment_MAE_p25,alignment_MAE_p75,alignment_MAE_std,alignment_MAE_min,alignment_MAE_max,alignment_RMSE_mean,alignment_RMSE_median,alignment_RMSE_p25,alignment_RMSE_p75,alignment_RMSE_std,alignment_RMSE_min,alignment_RMSE_max,alignment_sMAPE_mean,alignment_sMAPE_median,alignment_sMAPE_p25,alignment_sMAPE_p75,alignment_sMAPE_std,alignment_sMAPE_min,alignment_sMAPE_max,tp_same_sign,tp_diff_sign,tp_diff_percentage,tp_slope_diff_stats,global_same_sign,global_diff_sign,global_diff_percentage,global_slope_diff_stats,lead_lag_unmatched_rate,lead_lag_within_halfF_ratio,lead_lag_mean,lead_lag_std,lead_lag_median,method
epilearn_fullcurve,Germany,NA,28,new_cases,92392.31630356167,191457.27859788353,121.25192499291389,92392.31630356167,77026.32804082497,38980.85736471381,110261.90166880665,71919.63012478147,10393.861961213368,348411.75301639177,146494.97344879358,117253.20086261214,59138.1793243672,181045.46016699192,123268.45615300312,12874.463955299061,588934.006944015,121.25192499291389,123.15083656948799,111.20866554336106,133.49916089606654,16.855337644393696,68.66046636161019,164.2072111514036,146,18,10.98,"(20.529757763989355, 0.3739651315720803, 0.22369005997148234, 1.5212879307273657, 53.78429198954247, 0.07386901324962687, 179.5165629199874)",156,18,10.34,"(19.357677404004566, 0.3620966713813518, 0.17777915872577588, 1.3800047481491664, 52.43119506918529, 0.07386901324962687, 179.5165629199874)",0.6415929203539823,0.2743362831858407,8.691358024691358,6.781670102763481,7,median
epilearn_fullcurve,Germany,NA,7,new_cases,91097.48242234826,188751.86946230833,115.51501471015449,91097.48242234827,78530.62209021772,37366.63841143304,109004.01931350226,73550.47935194889,11103.377395432044,349847.51988120336,144876.64004864407,118155.66154541599,56835.64971753377,183153.4378343579,120987.71587947231,13097.526149157058,596227.2883399846,115.51501471015452,115.45803768485825,104.93382410642873,130.43839501635927,17.951411127652676,75.198991066795,147.75339147856772,23,26,53.06,"(95.46746746883194, 177.33605557449982, 0.4724178805974934, 179.75353993868782, 89.21335019660012, 0.008550474699405322, 179.96816799687443)",90,84,48.28,"(86.88784606681915, 0.9559026627951781, 0.14836367809793427, 179.86714912110946, 89.67802282671354, 0.0011205655300695297, 179.975047413229)",0.6071428571428572,0.35714285714285715,1.8181818181818181,1.1396057645963793,2,median
epilearn_fullcurve,Germany,NA,14,new_cases,94883.8523151309,198250.3662650212,117.15853252777997,94883.8523151309,82774.98555589106,38829.888149830855,113036.4645772427,75297.4503997481,8922.317694685202,388884.51750463125,152206.2453554413,119877.01427180786,59299.75270659707,189092.36513677804,127029.39265781864,11208.332656779103,667613.7713382671,117.15853252777997,119.01813581014875,106.42231344839824,131.80339617372206,18.578805197554193,67.8021547979811,168.67084288433287,50,48,48.98,"(88.10589476970004, 2.0919579406925894, 0.20547547434028646, 179.74206269001974, 89.5927033685446, 0.0003650114390029862, 179.95728989580306)",97,77,44.25,"(79.61189736061495, 0.4605707980837868, 0.10250222253760091, 179.7632247753728, 89.11745948639764, 0.00032496113453670076, 179.96767130446725)",0.6517857142857143,0.29464285714285715,4.256410256410256,3.0497450171064666,4,weightedmedian
epilearn_fullcurve,Germany,NA,28,new_cases,97510.1635583145,206089.5784204069,120.85890498573144,97510.1635583145,81146.63568678047,40671.63748495508,114295.37422586489,78673.80149376784,10005.540647474523,406941.0826951811,155734.5587632584,126500.52046098815,60773.933650613195,189222.6527352619,134980.2264789708,12592.357002504901,689894.804044452,120.85890498573144,123.12591581592952,110.06021155191061,133.4228602701466,16.890492432902576,68.35839140056723,162.67811927935932,92,72,43.9,"(78.47183823446262, 2.2521284961449304, 0.12074385774034266, 179.3704367800312, 88.02558270744952, 0.00044936044712511, 179.9374404145539)",99,75,43.1,"(77.05766019503717, 2.0644762294884487, 0.09175072220464583, 179.34587442677284, 87.88836549510454, 0.00044936044712511, 179.9374404145539)",0.5752212389380531,0.3584070796460177,7.354166666666667,6.067999178896427,6,weightedmedian
epilearn_fullcurve,Germany,NA,7,new_cases,92717.93553075413,195005.8823413268,115.29261388361256,92717.93553075414,80496.89625247396,37728.73614571846,111388.10786570726,76296.21614021034,10994.03975247277,379970.1258517947,148183.93128201977,122289.24603960573,55541.35830768048,187689.13175921128,126762.8362633348,12940.394933968018,655536.9321934686,115.29261388361253,115.24778054940694,104.32048585146285,130.3967064565502,18.027759158751085,75.61554149177192,147.35972443366626,23,26,53.06,"(95.46960384239985, 177.33326315413092, 0.4731582235572978, 179.75581259422373, 89.21513396933854, 0.008669249759301487, 179.96853511391694)",90,84,48.28,"(86.89156160371763, 0.9552754077437111, 0.1488838007503952, 179.8695197686854, 89.68055018411361, 0.00126575123507999, 179.97539570986902)",0.5892857142857143,0.35714285714285715,1.9565217391304348,1.2960871487802053,2,weightedmedian
epilearn_fullcurve,India,NA,14,new_cases,885.7783938615102,2079.4514650513233,43.400775982329286,885.77839386151,120.20068368883408,48.986828539149464,1077.730070325146,1431.5495927354352,12.456290809950985,7361.172139937123,1137.3152941573985,336.25969726632826,60.860409408723896,1321.1622834822847,1740.871137442334,15.115770243474413,7654.1382117377425,43.400775982329286,36.062549934041954,27.656715334541378,50.87811033237294,22.672426501456453,12.58229728236439,114.61960386713757,83,10,10.75,"(18.7129475615313, 2.3680422005284067, 0.6870848192650706, 23.883333337315207, 32.3834601981763, 0.032867453160153944, 127.08893893030363)",161,13,7.47,"(16.3492461852897, 2.6190995189726114, 0.9229764551456451, 21.4986157966073, 27.418218280926123, 0.032867453160153944, 127.08893893030363)",0.6942148760330579,0.2727272727272727,3.7567567567567566,3.2007412805074926,4,mean
epilearn_fullcurve,India,NA,28,new_cases,1031.1779280701114,1986.2242161083875,57.67754539615776,1031.1779280701112,403.0218727197914,79.50163543128077,1484.3253877730976,1380.590460812437,34.798061842458615,8332.867470941846,1231.93007541144,570.5543259268006,117.12001928030276,1731.4198374503894,1558.0227616925695,44.08149559358686,8685.46957818309,57.67754539615776,52.93916943325344,39.45330755333101,68.75588779568844,24.790758098566172,19.167626731851087,153.38688985104417,121,27,18.24,"(35.96057153401023, 17.29208076221823, 4.1244520155605535, 51.126141321500754, 45.532097716546716, 0.8665043417311581, 177.52628820077456)",133,41,23.56,"(40.72346979340879, 19.34784931538982, 5.036385503936291, 58.54429787800363, 47.05231142359268, 0.8665043417311581, 177.52628820077456)",0.5982532751091703,0.3537117903930131,7.282608695652174,5.2838673959880085,7,mean
epilearn_fullcurve,India,NA,7,new_cases,1006.6447065723916,2455.231981104092,46.44416580668527,1006.6447065723913,218.52481545356687,34.482824864567135,1033.8148339339095,1584.5926661852675,12.802090431659858,5946.985494763394,1346.2268395502826,477.9619194128643,40.526549347863735,1491.808864642892,2053.250441984801,15.611707835505431,7126.641595815318,46.44416580668526,29.216945280249387,19.8304765606924,72.17152883251833,32.39124322583184,12.090860690734553,131.26643376962346,47,1,2.08,"(7.096099348336854, 1.4905397999047527, 0.6395855426669237, 3.3162273644368625, 13.095626009706494, 0.06652712306072034, 58.492219515557935)",172,2,1.15,"(5.582687181562835, 1.1296562051189625, 0.44108659029840247, 4.098298256713532, 11.327127769610467, 0.06652712306072034, 72.8989968165371)",0.6451612903225806,0.27419354838709675,1.4090909090909092,1.9918665787478003,0,mean
epilearn_fullcurve,India,NA,14,new_cases,873.2301278715786,2052.040093850794,43.32113596222938,873.2301278715787,124.4211760183143,47.18925332387438,1073.0797782209852,1389.54558540523,12.507299074420713,7097.5046895558835,1130.999951413325,337.5960757818541,58.6192379003904,1269.1912798751373,1712.2230160449988,15.67354196042855,7386.975998472001,43.32113596222938,37.75426975135398,25.60206964512424,50.773432836249064,22.466670622914638,12.653134121757867,112.59369380691602,87,6,6.45,"(14.243900904984871, 1.807798490666351, 0.5511384964134562, 22.413908664805483, 25.048056260035967, 0.18909126184799774, 118.7315778772595)",168,6,3.45,"(11.123612034119848, 2.2153662262895137, 0.6435242583174616, 13.824215335634937, 19.577170882335796, 0.18909126184799774, 118.7315778772595)",0.71900826446281,0.256198347107438,3.823529411764706,2.969242207531666,3,median
epilearn_fullcurve,India,NA,28,new_cases,907.8314719246007,1769.819293785682,54.4622454754062,907.8314719246006,361.15471506241937,71.34893734945648,1277.3142916880195,1200.9113624604865,31.301434523194285,7203.102992251857,1102.1197365030198,475.9607377972143,94.57768194894803,1535.1193681729765,1384.771612601358,38.450581319813885,7473.576494863539,54.46224547540619,50.24558210864825,36.56687863105042,68.84454825631158,24.4741817696713,18.867478540569472,148.66799102869984,130,18,12.16,"(20.150015447152587, 3.4863353979460943, 1.1023962146777064, 27.01446095713915, 27.694311993020918, 0.3329828412130469, 122.93063542728251)",156,18,10.34,"(19.54707206158831, 5.758872445577667, 1.4084807943823658, 27.5126213022855, 25.9891931373272, 0.3329828412130469, 122.93063542728251)",0.7816593886462881,0.17903930131004367,8.42,6.5995980087844,7,median
epilearn_fullcurve,India,NA,7,new_cases,1014.5489003046594,2465.550858805907,47.109740247598076,1014.5489003046595,218.99335444374836,36.962353202569055,1102.4649220851554,1581.172548073724,12.977425452105061,5877.623878481288,1358.1268190402495,478.3597381504311,45.18991548392524,1500.991015796044,2057.7736952255364,16.047104213260724,7127.67363496812,47.10974024759807,29.550310183800114,21.133239732754053,71.82682599726212,32.051520430251465,13.92139194773927,133.25087575919184,47,1,2.08,"(6.931534351876826, 1.3486389138624473, 0.7290897969783734, 3.0373057384611903, 13.001821425804568, 0.08617997175429994, 60.44916755859204)",172,2,1.15,"(4.9812213781616865, 1.0454047066268448, 0.42244392449783164, 5.410415636173363, 9.766684635627152, 0.07693090287429019, 60.44916755859204)",0.6612903225806452,0.25806451612903225,1.4761904761904763,2.015416771267115,0,median
epilearn_fullcurve,India,NA,14,new_cases,903.1035160153767,2103.575607712111,43.563436783115215,903.1035160153767,119.55170482504154,46.420742630546776,1158.2057204225493,1448.4526702810874,12.881465995444154,7382.604481545917,1155.1114906773678,336.62035106724716,58.90046470905914,1330.3563602811685,1758.0522692646216,15.481326011181881,7670.380368669793,43.563436783115215,37.28165843723926,27.073719140660508,51.221145550262705,22.692054323576254,12.998662056626515,113.6329907753523,85,8,8.6,"(15.820405963250511, 2.3585052712311407, 0.8704013748548712, 25.695642963386945, 27.631505689445603, 0.2518461254905275, 124.85477627185747)",164,10,5.75,"(13.029000533137834, 2.6390583160668526, 0.9293168284782101, 19.440211684538266, 22.274039165382998, 0.2518461254905275, 124.85477627185747)",0.6528925619834711,0.2892561983471074,3.6666666666666665,3.361668188285406,3,weightedmedian
epilearn_fullcurve,India,NA,28,new_cases,995.4866369907734,1920.024240934046,56.22289894898758,995.4866369907733,377.3033220309703,70.77273341411376,1459.6982532637976,1334.5650656887324,32.61975131785788,7848.029544315776,1188.3668977902817,514.7820683709202,93.35583144780361,1677.375602582292,1508.0706886650446,41.923695973501964,8130.089642149885,56.222898948987584,52.458884316149636,36.844556490658505,68.39360513511241,25.09857512864649,18.383076674546967,150.431126420262,133,15,10.14,"(21.021140046060157, 5.7722233041104944, 2.301167571124671, 35.8714888940806, 27.63963886146737, 1.0283678003786407, 109.04601307255741)",159,15,8.62,"(21.862071182169085, 7.722317277902972, 2.814955272824442, 40.634393864592894, 26.664108765212596, 1.0283678003786407, 109.04601307255741)",0.7729257641921398,0.2183406113537118,5.711538461538462,5.303851868741296,4,weightedmedian
epilearn_fullcurve,India,NA,7,new_cases,1022.6787965876408,2477.170624479263,47.0981551685356,1022.6787965876407,218.62721637436587,36.37310870544051,1110.4546342874771,1601.0909042051765,13.03616471095616,5979.120785754417,1361.8104454107256,478.0177356429232,43.89455565939574,1499.0826854949246,2069.262335604943,16.37701384652422,7164.213578829098,47.0981551685356,30.331830829161575,20.7170031908337,72.05426666432618,32.1545745679767,13.531753602677366,133.04409743477171,46,2,4.17,"(7.172758222502353, 1.694900907111312, 0.7968809102034772, 2.962319955766292, 12.928444541458992, 0.09484571747591007, 53.39839693802776)",171,3,1.72,"(5.3424367720783135, 1.137343004407822, 0.47320750154551056, 3.953006063197534, 10.592456328736349, 0.08573913914676393, 67.49885165847226)",0.6612903225806452,0.25806451612903225,1.5238095238095237,1.9904534061124772,0,weightedmedian
epilearn_fullcurve,United Kingdom,NA,14,new_cases,9870.132236668149,18409.76867368701,174.76239012638288,9870.132236668147,5933.501217526074,4426.295007589408,10041.088853774705,10321.613607260537,2524.5054269879206,55425.346507837785,15083.878356042867,11429.91900069693,8838.658028564769,19743.28660427549,10554.439651576438,4956.582892851651,60660.58369693361,174.76239012638285,178.55581895370727,171.50934132105908,185.4313867987221,14.711447433825521,130.74713550860662,194.73072084940048,63,20,24.1,"(43.634903592108884, 1.1605196408903955, 0.42884571385422543, 43.85401420811464, 73.36262202254042, 0.020167189079231245, 179.72994816302403)",142,32,18.39,"(33.49857218708992, 0.6902798888371219, 0.3218420063186709, 2.592695140358149, 67.47055539807596, 0.0025052754879285174, 179.8780534697399)",0.4639175257731959,0.4845360824742268,3.576923076923077,3.5054364157056184,3.5,mean
epilearn_fullcurve,United Kingdom,NA,28,new_cases,14604.963986229754,44525.38795027232,176.83051081700296,14604.963986229754,6930.475162436671,4972.297428253924,10260.119184057916,33937.805653976124,2997.3176786919616,403256.32805134915,20939.683156972293,14320.403152244206,9646.183290106987,18567.77322184432,39294.27237407338,6026.483519653089,482407.1349689504,176.830510817003,180.28601520454248,173.8900206099537,185.01890901186914,12.665545544091733,136.10175126293967,196.61783248646893,113,40,26.14,"(48.62374096773321, 2.1878859520454155, 0.633143294119, 166.04503911041533, 75.36076118121419, 0.03134920788535277, 179.7293925497686)",124,50,28.74,"(53.32322813057881, 2.3979241088468157, 0.7152017570894849, 171.25798475607752, 77.69361067175898, 0.03134920788535277, 179.7293925497686)",0.4145077720207254,0.48186528497409326,8.734513274336283,7.422236978830001,7,mean
epilearn_fullcurve,United Kingdom,NA,7,new_cases,9149.03959382489,16543.975467661756,177.85395377728557,9149.03959382489,5898.846531741443,3708.9057649031697,9696.40835940748,9574.796274447453,559.3319117687939,44758.27087176601,12977.272853913035,9157.81128361271,7363.3988664183125,16417.042597321033,10261.262765843487,600.5644146135895,49281.96757442591,177.8539537772856,182.7288180816746,172.94853227933055,186.13924044926918,15.772846066488247,125.17699832468338,199.7688829134203,32,10,23.81,"(44.1138866638572, 0.6571771075112133, 0.23225972541051507, 54.7794242220147, 74.3264015107707, 0.02927718546723672, 179.76484453445346)",148,26,14.94,"(26.98795140798903, 0.23583221583350872, 0.075299461674986, 0.7870875203191127, 62.590018039895966, 0.003914563585879924, 179.87146764135275)",0.44897959183673475,0.5306122448979592,0.25925925925925924,0.9443187447773617,0,mean
epilearn_fullcurve,United Kingdom,NA,14,new_cases,8111.423018369682,15003.018932278848,172.06068675774785,8111.423018369683,5668.680249243767,4237.791588504617,9489.073149200553,6342.536351479114,2338.0976994747166,36475.44076238707,13485.689885363347,11499.266089449568,8787.623896654768,19194.522416603435,6574.704966622176,5110.162051700181,38087.44721236398,172.06068675774785,176.67003362326034,163.0027479247665,185.6139846590965,16.702870272018583,134.18565438648253,195.0501137751367,71,12,14.46,"(26.672349534671703, 1.4902878554531493, 0.5729366713693502, 3.912002470561362, 58.56089655179478, 0.28981530614111206, 178.8238861099332)",158,16,9.2,"(16.963144983216626, 0.6542961398592018, 0.4073700195689618, 1.5108508136072738, 48.60767917907691, 0.15494050697916492, 178.8238861099332)",0.44329896907216493,0.4639175257731959,4.12962962962963,3.7519619838375395,7,median
epilearn_fullcurve,United Kingdom,NA,28,new_cases,8342.85434744729,15668.436731815906,174.0801212111406,8342.854347447288,6186.912015985474,4683.4669748383385,9015.22946056017,6176.5557868571805,2722.346864062791,42317.946434009886,14486.215142895937,14075.693973822588,9465.393083964656,17769.711717605183,5970.718587628327,5995.705715114456,44743.46785207184,174.0801212111406,179.45065638143294,166.88940535584382,184.590969756901,15.251409105000194,137.71694861108173,197.9064380205662,113,40,26.14,"(47.343855206646595, 4.005433652139259, 1.5521137469236725, 93.45092522968494, 71.67356734725779, 0.06492201999767841, 178.36721115316826)",127,47,27.01,"(48.654892585766895, 3.5194605291371315, 1.389447888383375, 135.07976277454605, 72.97488825341338, 0.06492201999767841, 178.36721115316826)",0.383419689119171,0.49740932642487046,8.92436974789916,7.488023956784737,7,median
epilearn_fullcurve,United Kingdom,NA,7,new_cases,7968.4760808355295,14074.298406311884,175.81576324729264,7968.4760808355295,5158.1426061719585,3532.7872143387203,9390.670748258412,7167.343860714539,187.9341376101998,37441.72865640141,11731.455850480404,9470.246773414567,7079.408636415749,14398.257910334674,7775.526944081816,211.4245118184457,38941.98424889919,175.8157632472926,180.42838784957826,172.79918770748992,186.89803041179,18.333588045998443,116.65565652182946,199.71304304885754,34,8,19.05,"(34.60488231104231, 0.5115590593502712, 0.18455548467970836, 4.596925555262326, 64.8945628325828, 0.010530464072099973, 176.77140902522547)",160,14,8.05,"(14.660887950126401, 0.13172516512710933, 0.06531890500909608, 0.4638234581977573, 46.16263422657147, 0.0008689134131090345, 178.76151657157632)",0.44897959183673475,0.5306122448979592,0.25925925925925924,0.9443187447773617,0,median
epilearn_fullcurve,United Kingdom,NA,14,new_cases,8206.93318595557,15094.334826356071,172.04064229245606,8206.93318595557,5692.593532484877,4242.0581256144915,9657.276237672073,6490.596152185837,2336.578739917895,37253.6250952999,13531.169798175535,11499.287225173048,8779.55034348261,19229.867790290366,6689.274081923093,5095.254200635445,39387.681796077304,172.04064229245603,176.38122128049673,163.3622180566528,185.73690645748837,16.70553008968749,133.2493501016079,195.04622640124032,65,18,21.69,"(38.18651072658268, 1.202501042498811, 0.4684349415948591, 9.675623912131163, 69.10599648223001, 0.019473330386395624, 178.9706268998306)",148,26,14.94,"(26.260161956612805, 0.6406304467525709, 0.34933777831457247, 1.4943581622790838, 59.97400324539036, 0.00582909049386459, 179.60628523054916)",0.45360824742268047,0.4536082474226804,4.113207547169812,3.6829146973062317,7,weightedmedian
epilearn_fullcurve,United Kingdom,NA,28,new_cases,8573.345089987213,15968.136483526714,174.13591710541897,8573.345089987213,6269.8600567685635,4701.219481362002,9132.421355436083,6684.654607655891,2723.9013814143877,48208.106287090966,14637.337044130516,14174.26584443773,9493.018043046704,17782.72298575481,6381.986133881937,6003.424863275135,50711.81625526302,174.13591710541897,179.42760986697226,167.1890157543343,184.38656276972165,15.132864830222628,137.22665586848996,197.67732204912244,124,29,18.95,"(35.25744100110467, 3.2353667818722154, 1.508610736723212, 18.86007000304685, 63.06407809674622, 0.3530140633492209, 179.30955992804888)",139,35,20.11,"(37.27742780008563, 3.028653210688227, 1.4057761575742915, 20.220692138134797, 64.93607784393127, 0.3530140633492209, 179.30955992804888)",0.39896373056994816,0.46113989637305697,9.71551724137931,7.812816710222135,8,weightedmedian
epilearn_fullcurve,United Kingdom,NA,7,new_cases,8008.75983155411,14102.412480253868,175.75726677808473,8008.75983155411,5156.419571726982,3530.8529977530197,9387.196525444751,7186.966615533136,187.29422844297295,37135.16761493859,11752.090424770591,9633.192851058862,7049.361002409958,14451.51112132492,7795.28116306496,210.5811740756672,38902.74597542158,175.75726677808473,180.06632058868556,173.12150543913717,186.70234043379892,18.27778130084822,116.67221706262222,199.7281825911322,33,9,21.43,"(39.89986859111421, 0.46725445164950474, 0.18771600450358966, 4.772803891422827, 71.75807142473083, 0.0006860143952692439, 179.32010466161847)",156,18,10.34,"(19.12489781942591, 0.15201218023509538, 0.06518129575889163, 0.512679874168037, 53.46466264451876, 0.0006860143952692439, 179.620887849516)",0.44897959183673475,0.5306122448979592,0.25925925925925924,0.9443187447773617,0,weightedmedian
epilearn_fullcurve,US,NA,14,new_cases,42657.651018564175,56669.56878921241,85.41405818139346,42657.65101856417,37839.596486975,30290.209428796028,53761.88141929786,17400.070476207995,15507.941760962509,103775.18918518456,52027.22030050823,44755.425129960524,36520.65296884775,66725.51690774468,22463.48981253049,17808.307413432674,133182.63733986256,85.41405818139349,83.98871351272595,75.2785103622787,96.38287784350388,12.798805689984386,59.73200082932845,117.00265342345371,92,34,26.98,"(48.7009882979278, 0.37692565276026524, 0.14279260197989666, 175.33740267336424, 78.87398008051265, 0.0009314184219572974, 179.9324779452821)",130,44,25.29,"(45.642627557616564, 0.2605737857771874, 0.0947627301748771, 126.52889947058135, 77.41426197163018, 0.0005405128920656244, 179.93924094374603)",0.5317460317460317,0.3253968253968254,4.610169491525424,3.3010810619665003,4,mean
epilearn_fullcurve,US,NA,28,new_cases,46737.898379245264,65231.00556830882,88.19169757299878,46737.898379245264,40708.33251002585,31631.51767273252,52898.10470546965,24937.13632837189,16072.73467710042,175370.21942482406,57118.90820239963,47746.06784209004,37745.68365882208,66473.73728207873,31504.196755647994,17809.37912298189,229541.9638537551,88.19169757299878,87.41018218362879,77.679473347552,98.44888889350332,13.823971099622822,57.83463248893831,126.65144513853603,78,96,55.17,"(98.51287684990187, 178.2411049944629, 0.17725462996638547, 179.5192928155964, 88.43183642936367, 0.002728880674050935, 179.91793320766823)",78,96,55.17,"(98.51287684990187, 178.2411049944629, 0.17725462996638547, 179.5192928155964, 88.43183642936367, 0.002728880674050935, 179.91793320766823)",0.47637795275590555,0.35039370078740156,9.631578947368421,7.569349762124328,8,mean
epilearn_fullcurve,US,NA,7,new_cases,42177.373077544114,55202.753254454154,85.66403818386348,42177.373077544114,38570.56526706811,29764.168755207284,51544.72255991354,16892.201993865434,15369.513305714372,86773.16001212607,50772.714423385376,44294.69697166475,34995.355540243734,63373.64617120038,21667.38186661006,18822.742401824395,115642.70089981129,85.66403818386348,86.29045792115765,76.04077279202139,96.23643902961665,13.696013283489421,57.60166904119546,124.03242113331818,37,26,41.27,"(74.03947699361488, 1.0688145457073974, 0.12058873681843606, 179.19226478863902, 87.53140732180744, 0.019696943540185887, 179.90989892387117)",124,50,28.74,"(51.576698446527764, 0.21753134356617418, 0.06838222256915855, 177.85739756138526, 80.57370697855954, 0.0003283498824858658, 179.92304197396982)",0.5079365079365079,0.38095238095238093,2.6451612903225805,1.40352857937353,2,mean
epilearn_fullcurve,US,NA,14,new_cases,42586.67893012328,55715.6170814492,87.06135421924479,42586.67893012327,39117.51351988154,30020.26114466068,53770.21561858263,15895.406673043373,16900.869925184328,95933.82348864798,51819.892772326486,45391.25813900263,36908.91651478808,66913.5707564014,20467.747795770294,18926.32476822351,125669.51320167705,87.06135421924479,86.35535237899074,76.32724299031774,98.11095118432779,13.372479311510963,62.23509432266425,121.27141052568315,117,9,7.14,"(12.280054577659106, 0.19706190288689493, 0.0926933456086505, 0.6553034880037882, 42.27531090951289, 0.0008607101696067741, 179.36776026871522)",162,12,6.9,"(11.960490650499896, 0.13622969424628145, 0.07530027163762065, 0.49369447383496673, 41.93605982990303, 0.0008607101696067741, 179.36776026871522)",0.5238095238095238,0.36507936507936506,4.65,3.0299353911554405,4,median
epilearn_fullcurve,US,NA,28,new_cases,42449.35322001961,55271.295532656746,88.67712946211972,42449.35322001962,39965.05157015199,31213.852494540137,51515.85119555934,15158.383062529194,17014.37739545536,95132.7326460576,51735.92019292932,47821.92870127964,37527.482128689815,64528.03848559405,19450.210066966625,19734.673385458475,122637.15130915017,88.67712946211972,88.34889462187289,78.81081637143268,98.734346976866,13.25741157137228,58.77397101697135,119.6112199145347,147,27,15.52,"(27.817092314755136, 0.18509430617701897, 0.0911910887623297, 0.7234421889099713, 64.03089894542991, 0.0034142684248501865, 179.38715359131965)",147,27,15.52,"(27.817092314755136, 0.18509430617701897, 0.0911910887623297, 0.7234421889099713, 64.03089894542991, 0.0034142684248501865, 179.38715359131965)",0.4803149606299213,0.4409448818897638,7.409090909090909,6.250440650670184,5,median
epilearn_fullcurve,US,NA,7,new_cases,43261.32767569013,56532.43706829084,87.53966818987062,43261.327675690125,40818.86024224311,29953.4549257725,53393.20873542198,17202.696804596526,16409.476004878925,92047.38128454436,52075.63690452066,46345.5830383236,36249.81244439207,66158.96792071885,22001.01092833669,19808.44394272126,121778.06638816922,87.53966818987061,87.50645516483316,77.39933998580727,97.52190198633247,14.380799687019488,58.51833206792658,129.08327833174738,37,26,41.27,"(74.02227954354629, 1.0533096561598123, 0.15776973997616528, 179.16859475973007, 87.62631705216971, 0.014410862631628722, 179.81810187866444)",134,40,22.99,"(41.434078877611505, 0.21963002652434854, 0.0672615020425667, 3.2366304645291066, 75.09180428045626, 0.00018650915344704466, 179.86499744861908)",0.5079365079365079,0.38095238095238093,2.6451612903225805,1.495513002211932,2,median
epilearn_fullcurve,US,NA,14,new_cases,43012.84438773015,56617.75178949175,86.76989298570685,43012.84438773015,39720.63124232766,30754.16158836028,54687.2747085053,16423.25952120852,16234.687000664964,98826.28576403375,52476.82362738097,46144.41536189497,37211.79335621244,68655.8872078462,21254.477167816858,18434.391264799997,129931.08922094319,86.76989298570685,85.9520290367096,76.58369305965337,97.73815848512174,13.322330965750346,61.49766372824289,121.0553171776283,97,29,23.02,"(41.42912569698612, 0.35589439493770836, 0.1340594813976606, 2.7503820985275143, 74.9406058532503, 0.0016355996134343506, 179.76835865769053)",139,35,20.11,"(36.32376957245686, 0.2568095812746858, 0.08998783975931943, 1.2204869505488152, 71.37929086284366, 0.0016355996134343506, 179.76835865769053)",0.5158730158730158,0.3492063492063492,4.770491803278689,3.051739627507294,4,weightedmedian
epilearn_fullcurve,US,NA,28,new_cases,43557.68628197016,57166.96820681067,88.40523600982797,43557.68628197014,40215.03973494616,31751.41634323995,52051.139529879845,16509.851437154946,17116.642654960553,102863.82517923841,53137.42917697954,47980.98249312103,38520.97777354093,65937.00251088788,21082.596481932298,18889.36376955088,130992.04597457235,88.40523600982797,87.65545440563878,78.17485591590021,98.90464970127576,13.204087998070317,58.14929462719813,119.10206055239317,148,26,14.94,"(27.563542823164195, 0.48632046670783424, 0.23044908207948545, 1.7223203702235539, 62.69696297049758, 0.10509559031645843, 179.5853688949344)",148,26,14.94,"(27.563542823164195, 0.48632046670783424, 0.23044908207948545, 1.7223203702235539, 62.69696297049758, 0.10509559031645843, 179.5853688949344)",0.4921259842519685,0.3543307086614173,9.37984496124031,7.351863920175291,8,weightedmedian
epilearn_fullcurve,US,NA,7,new_cases,43370.66489884556,56843.614186071936,87.3169065011048,43370.66489884556,40591.46355981867,30186.81521791769,53266.86771939731,17394.998427426563,16014.763518462672,92912.59544820177,52285.066187961915,45721.27432443261,35747.7697251772,66314.757881047,22303.998015051948,19478.600087004845,123513.78203804896,87.31690650110478,87.52223565559916,76.78990491213148,97.51011334809738,14.455732167751119,58.56526180316882,128.75175568773585,36,27,42.86,"(76.97471371822397, 1.6254997038885992, 0.1664297727601641, 179.18107402820192, 88.04114124095271, 0.016733342854691406, 179.84616685044628)",125,49,28.16,"(50.28998397281483, 0.23918659515929636, 0.07174902901210677, 175.4129399438075, 79.53458304746523, 9.325328241838372e-05, 179.8779226945151)",0.5079365079365079,0.3968253968253968,2.5806451612903225,1.4088812003001316,2,weightedmedian
