model,country,W,F,target_var,alignment_MAE,alignment_RMSE,alignment_sMAPE,alignment_MAE_mean,alignment_MAE_median,alignment_MAE_p25,alignment_MAE_p75,alignment_MAE_std,alignment_MAE_min,alignment_MAE_max,alignment_RMSE_mean,alignment_RMSE_median,alignment_RMSE_p25,alignment_RMSE_p75,alignment_RMSE_std,alignment_RMSE_min,alignment_RMSE_max,alignment_sMAPE_mean,alignment_sMAPE_median,alignment_sMAPE_p25,alignment_sMAPE_p75,alignment_sMAPE_std,alignment_sMAPE_min,alignment_sMAPE_max,tp_same_sign,tp_diff_sign,tp_diff_percentage,tp_slope_diff_stats,global_same_sign,global_diff_sign,global_diff_percentage,global_slope_diff_stats,lead_lag_unmatched_rate,lead_lag_within_halfF_ratio,lead_lag_mean,lead_lag_std,lead_lag_median,method
epilearn_fullcurve,China,NA,7,new_cases,4743.312064113534,9871.218520322407,42.955689464239676,4743.312064113535,1330.9612669120766,567.0703721898496,4641.268577948416,6918.308150980744,1.0934089731076926,25429.187674061708,5617.843236488358,1565.0487574791932,661.0183346846869,6054.2332206252,8116.698371024887,1.2585094062135,30373.171914533203,42.955689464239676,24.50936802380366,9.965196892477724,53.89254419878737,48.1140472829592,5.432015811171969,198.36728088493783,36,6,14.29,"(24.89344761758515, 0.2053393668976095, 0.030841066595766988, 0.6837545883644084, 59.2397449703565, 0.0012559791175472009, 179.45444336070855)",167,7,4.02,"(6.283470585811779, 0.0427513746126961, 0.014952285607911444, 0.1010191088968595, 31.027723754628763, 0.001046266379516525, 179.45444336070855)",0.3015873015873016,0.6984126984126984,0.8181818181818182,0.9947005456295314,0,mean
epilearn_fullcurve,China,NA,14,new_cases,5525.410050755469,10050.733073609694,53.34851809562263,5525.410050755469,2722.307193783781,1295.8418442839593,7054.603963481773,6369.847110667439,1.4653656156908723,31082.789542981252,6678.584213714086,3007.2603897162135,1656.8426871890706,9025.128022041357,7510.908614627179,1.5800858189688722,32379.509443286093,53.34851809562262,35.585359542364856,20.040072550644553,65.9289676917259,49.45239887912224,5.896938256338642,199.78911110064263,77,7,8.33,"(17.22072201221072, 0.398648567033217, 0.0913238178325167, 1.825552804334011, 48.61029510622283, 0.02450667811709258, 179.05466433747347)",167,7,4.02,"(8.433861999074956, 0.20440151955039548, 0.059831064886886366, 0.607013912220147, 34.82586182411077, 0.02450667811709258, 179.05466433747347)",0.5,0.48412698412698413,2.9682539682539684,2.4094454854515863,2,median
epilearn_fullcurve,China,NA,28,new_cases,8475.717970239852,13888.100945125443,70.81100192098963,8475.717970239852,5950.43164869946,2220.590713553825,13890.692663051292,7519.175525725804,1.5237128440618044,35109.745865810124,10431.732561388842,7513.301954734053,2571.2629168258436,17812.099159625723,9168.33156193939,1.6138651361897725,36459.67910893213,70.81100192098961,51.01386159399659,33.697917287471725,91.02734898408573,50.03446106399463,12.830921421059852,199.85932608467786,100,19,15.97,"(29.210090995630793, 0.5002433169263991, 0.23326089945861572, 1.745304950534336, 63.39569934688015, 0.033533068353153776, 179.30081714018604)",155,19,10.92,"(20.155465003769276, 0.48392513173996343, 0.2150263559892139, 1.096738017262531, 54.09344737490276, 0.033533068353153776, 179.30081714018604)",0.5857740585774058,0.29707112970711297,8.606060606060606,7.040434503373312,7,median
epilearn_fullcurve,China,NA,7,new_cases,4630.473360248231,9779.98281848073,41.77675977530391,4630.473360248231,1314.266719932874,537.634777680595,5449.781820177174,6942.787472749979,1.3596314381219838,29955.26729094697,5510.746817637002,1437.6049973591437,618.9271216758436,7050.514434605886,8079.587454918842,1.5388668564915569,33500.42365855001,41.77675977530391,23.61164967600943,10.765277363797257,48.15867247486189,48.45179504570871,4.0728659752735785,198.72074667334516,39,3,7.14,"(11.436189181290505, 0.18447919798812468, 0.03895716873613822, 0.46772429343353383, 39.19281062645975, 0.01168047610889522, 157.42542539179232)",171,3,1.72,"(2.834910238490578, 0.048066922026760946, 0.014250806930017807, 0.09874563647746591, 19.861025045017072, 0.0031345568253514314, 157.42542539179232)",0.25396825396825395,0.746031746031746,0.7872340425531915,0.9073652783643025,0,median
epilearn_fullcurve,China,NA,14,new_cases,5567.603487208861,10193.277661180266,53.037885710994345,5567.603487208861,2559.8808302347375,1325.9900683384792,6848.225031327069,6532.120696225566,1.2600656768257388,34207.00177105788,6723.829859246393,2853.669500935444,1632.8431357790657,8609.725154856793,7661.137089350589,1.3722867763624904,35759.221986522345,53.03788571099435,35.991603585595335,18.72347297457724,67.12514509209822,49.51426379763797,4.696489759279916,199.7560286029157,81,3,3.57,"(7.404947569368511, 0.4556453466996899, 0.1150331825676289, 1.1166077076648628, 33.0510618886294, 0.004550014939144937, 179.63284630367852)",171,3,1.72,"(3.661286605855433, 0.18582334673711937, 0.07057963109153292, 0.4928469419464263, 23.247689770938912, 4.92472842607433e-05, 179.63284630367852)",0.4365079365079365,0.5634920634920635,2.084507042253521,2.095890392944109,1,weightedmedian
epilearn_fullcurve,China,NA,28,new_cases,8881.79302471293,14512.737646863201,71.0342687716794,8881.79302471293,5751.180271494911,2088.1490498898315,14454.482443596127,8122.5577238677515,1.1696844061297722,43062.085669727516,10849.89434854235,7390.385713410203,2445.7543801423826,19055.793998996996,9638.430714185228,1.2501173005874084,44684.7801351331,71.0342687716794,52.96539923042709,36.436108611760844,91.81396300393891,50.04627824476927,11.568637843368565,199.82495733765995,101,18,15.13,"(28.208934189677098, 0.9465101093542904, 0.31750633850403764, 2.520345924768436, 62.241337066728164, 0.1223121765136255, 179.59577251557)",156,18,10.34,"(19.40828109254498, 0.5510799454824264, 0.2616932829082055, 1.5197970818554634, 53.075805435821934, 0.018914574679540417, 179.59577251557)",0.5606694560669456,0.3807531380753138,6.3238095238095235,6.055028485760406,4,weightedmedian
epilearn_fullcurve,China,NA,7,new_cases,4644.299056557226,9782.731225417358,41.512582588717635,4644.299056557226,1225.113895521914,553.6528544499839,5150.774965733846,6962.559841882366,1.233312078981428,29211.84330774482,5510.408382125597,1427.888169229227,657.3786829262815,6799.371025227889,8083.144789681534,1.4083798382869561,32755.72418557934,41.512582588717635,24.25520646692371,10.852045604553384,48.03518201999359,48.16343792454193,5.060677724759306,198.60219858484587,37,5,11.9,"(18.992311572035916, 0.16679987229088078, 0.0500365076079812, 0.47021511972091284, 50.71395853982851, 0.015075098685674925, 179.05780450011488)",169,5,2.87,"(4.655726741463929, 0.04555827030336633, 0.0150899956963487, 0.08255724784806248, 26.199096355380412, 0.0008505252112316661, 179.05780450011488)",0.25396825396825395,0.746031746031746,0.7659574468085106,0.9139680794884331,0,weightedmedian
epilearn_fullcurve,Germany,NA,14,new_cases,103589.3215483656,239803.14504171582,116.08074703580355,103589.32154836561,83878.26987426597,42621.26181088551,113109.56323856866,96258.52321272154,9562.586712097765,642828.6964244772,170187.87750293408,133807.89807392386,64369.37528540355,188411.18189597203,168942.69656586077,11563.69495711255,1137330.443989086,116.08074703580353,116.60431698728561,104.01607852401074,130.3888186262457,18.504886696063167,67.39325024203117,161.62401589608808,51,47,47.96,"(86.34475649142132, 2.081015683918481, 0.1809060979999779, 179.77346330394445, 89.44658010400146, 0.0015467688129627542, 179.96807495653425)",100,74,42.53,"(76.9621277573183, 0.5118323425160625, 0.08049189592802494, 179.7806669841831, 88.46006413875885, 0.000588747140600269, 179.97691172898175)",0.5892857142857143,0.30357142857142855,4.434782608695652,3.3773900107959336,4,mean
epilearn_fullcurve,Germany,NA,28,new_cases,126335.8222330051,357699.60069077066,120.48016303883153,126335.82223300509,86569.14419522024,45805.18590692702,128230.35283441533,154093.06926281392,12175.602103317933,1080290.8928511722,212364.64520602653,140162.3781919983,70639.88365244216,207425.7593307355,287837.2140652686,14673.785342335934,2263038.798257743,120.48016303883152,122.40508528889518,109.75059870446682,133.9846730105986,17.872834529863844,66.59896974428413,156.5451487972725,84,80,48.78,"(87.71682415556266, 4.336317853994195, 0.15549546772866976, 179.74385084147363, 89.40577750595371, 0.0008020772978826074, 179.97565234271303)",91,83,47.7,"(85.77725413653873, 2.260744379562297, 0.13970180422997794, 179.73837831075724, 89.3638347048846, 0.0008020772978826074, 179.97565234271303)",0.47787610619469023,0.3805309734513274,9.169491525423728,7.319690204954631,7.5,mean
epilearn_fullcurve,Germany,NA,7,new_cases,96996.0561335497,216833.44564189846,114.83286096473005,96996.0561335497,81434.08826473478,38094.93462648051,112042.98669106903,87444.19019930338,11902.199744741609,495994.99552629417,157063.77794818455,132669.1639418509,59194.0235269354,187026.12822693711,149491.51415910374,14273.463473765434,875006.4826955217,114.83286096473005,115.04082101279454,104.25544330809215,129.9608369643435,17.583530832294226,77.24508631293935,146.3775934597696,23,26,53.06,"(95.47586918147982, 177.32395882693953, 0.474553504205448, 179.7701250259642, 89.22052527689404, 0.008541632015702967, 179.96819885970146)",90,84,48.28,"(86.90474617245121, 1.1434471513881521, 0.15005917974204724, 179.87258103279052, 89.67817606972298, 0.0008151043061793194, 179.97582821144437)",0.5892857142857143,0.35714285714285715,1.9130434782608696,1.202763616096502,2,mean
epilearn_fullcurve,Germany,NA,14,new_cases,92326.54089384683,190118.84303424548,117.4963039553949,92326.54089384685,79753.5260420588,38219.14942027496,111008.98479664903,71723.92752953018,9328.741822985285,346168.5715255922,147256.722880706,114347.89698634707,57214.75175951225,181300.03262179747,120252.368139322,11466.736431078298,588138.342159692,117.49630395539491,118.52543832865734,106.95258427132615,132.08031727340645,18.56554121614792,67.77546992027564,169.44838975781414,53,45,45.92,"(82.55188837546946, 1.512344514299755, 0.18299734122656414, 179.71860127029606, 89.12455978671683, 0.00023778848831953502, 179.94340930587015)",102,72,41.38,"(74.4346042000469, 0.39692264533881566, 0.08528733424900721, 179.7215358891899, 88.21038900580285, 9.022309673996457e-06, 179.94976361816848)",0.6339285714285714,0.3125,3.902439024390244,3.104874216846638,3,median
