model,country,W,F,target_var,alignment_MAE,alignment_RMSE,alignment_sMAPE,alignment_MAE_mean,alignment_MAE_median,alignment_MAE_p25,alignment_MAE_p75,alignment_MAE_std,alignment_MAE_min,alignment_MAE_max,alignment_RMSE_mean,alignment_RMSE_median,alignment_RMSE_p25,alignment_RMSE_p75,alignment_RMSE_std,alignment_RMSE_min,alignment_RMSE_max,alignment_sMAPE_mean,alignment_sMAPE_median,alignment_sMAPE_p25,alignment_sMAPE_p75,alignment_sMAPE_std,alignment_sMAPE_min,alignment_sMAPE_max,tp_same_sign,tp_diff_sign,tp_diff_percentage,tp_slope_diff_stats,global_same_sign,global_diff_sign,global_diff_percentage,global_slope_diff_stats,lead_lag_unmatched_rate,lead_lag_within_halfF_ratio,lead_lag_mean,lead_lag_std,lead_lag_median,exog_vars
arima,Australia,NA,14,new_cases,8371.634071172395,14540.169334217819,114.5293559417643,8371.634071172395,7043.563273702332,4287.079893999389,10924.92287024905,5315.502681908845,1670.7375620128762,29332.225248988467,12908.899518800577,12886.552658185883,6942.831866363533,17614.732626555062,6691.54970699901,3284.2659908820756,29447.91672095209,114.52935594176431,115.09342308527886,76.91026475034121,156.92467272857337,42.66348133083294,26.673291804818373,181.75399243937406,80,32,28.57,"(52.75013211371744, 0.9657944679015918, 0.17608538952692215, 174.2606704237291, 78.98497199026025, 0.0039582599918705575, 179.59016597860554)",131,43,24.71,"(45.49914878957158, 0.641566892065738, 0.1593177946178912, 62.3658942278704, 75.43279165606327, 0.0039582599918705575, 179.59016597860554)",0.5118110236220472,0.36220472440944884,4.806451612903226,3.482220460235951,4,death_all
arima,Australia,NA,14,new_cases,8339.75267854982,14544.727906792376,114.2321185011407,8339.752678549818,7032.578311215148,4209.064112380109,10891.471260465809,5303.785395705707,1668.3473210979405,29319.627528831817,12898.340861066876,12869.058643688788,6941.533883251421,17708.848823448694,6721.749245126414,3246.660407697237,29437.443660728248,114.23211850114073,113.82817727434094,76.00339199270304,158.5146091853468,42.90308288042585,26.260210436304458,181.74642796070972,81,31,27.68,"(51.25669145782306, 0.8668743170206668, 0.19199757912433651, 173.30453079934503, 78.17466030910697, 0.00404160498616224, 179.58983533158175)",133,41,23.56,"(43.8430891714335, 0.6300222701183671, 0.1640314723286265, 47.42707225531365, 74.39533152948121, 0.00404160498616224, 179.58983533158175)",0.5039370078740157,0.3700787401574803,4.714285714285714,3.4939051606890246,4,death_mobility
arima,Australia,NA,14,new_cases,8396.710024823953,14587.662145316148,111.93577396189602,8396.710024823953,7061.64389635189,4103.05801576763,10839.315102329643,5261.041302412513,1823.016097926697,29565.264611351788,12987.992835101168,13288.54229829304,7187.640135494705,17591.634904975726,6641.681186360158,2891.9583317421802,29674.232040081635,111.93577396189602,110.9730003471129,74.64034985744729,155.3087100965108,43.67617162073062,20.435419716079466,182.15825861337768,79,33,29.46,"(54.72281347504072, 0.8672217620348617, 0.1734849682285023, 173.967752477384, 79.53354178315982, 0.000924313753131071, 179.5998595641557)",131,43,24.71,"(45.50285664759795, 0.7052619684188797, 0.1554722441191265, 64.36336487031913, 75.59571027303772, 0.000924313753131071, 179.5998595641557)",0.5196850393700787,0.36220472440944884,4.688524590163935,3.7662580173896623,4,death_recovered
arima,Australia,NA,14,new_cases,8433.662969236408,14586.475792197369,112.2342857164589,8433.662969236406,7063.683596537313,4184.965214677743,10914.854956508236,5265.781302454811,1827.4713420089206,29589.857334023418,13001.852052964065,13286.905390071799,7157.208201772455,17506.007833679643,6611.8922578331485,2897.191631512297,29697.55149126362,112.2342857164589,110.99246524451632,75.00003532789341,154.8669206854351,43.31139547386508,20.489951621010267,182.1744453988736,78,34,30.36,"(56.31736154852474, 0.8681481419955384, 0.17770962073876212, 175.45154223645238, 80.2141508686271, 0.0007743644904621356, 179.6004131734193)",130,44,25.29,"(46.531199795436194, 0.6680084169080283, 0.15600089328005223, 137.16447687367162, 76.18587845079479, 0.0007743644904621356, 179.6004131734193)",0.5433070866141732,0.3464566929133858,4.775862068965517,3.7512248453392365,4,death_stringency
arima,Australia,NA,14,new_cases,9918.287763856471,16588.927916799068,123.05902812025262,9918.28776385647,8235.256016396808,5518.966268478958,13154.881113626938,6027.073948789178,2808.519265450152,31868.1828722271,14438.318726037978,10763.740798456965,7328.31969835916,20044.040728984357,8168.689111117926,4847.013357560181,32459.26612181182,123.05902812025263,123.78622001448923,90.4371859550534,153.54897587407143,38.87274623155127,44.62031503260066,191.29929854587843,101,11,9.82,"(18.69018713796212, 0.3324257578987443, 0.19617153361230677, 1.0272427378151214, 48.83439053191747, 0.009359613571966314, 177.57089307772375)",160,14,8.05,"(14.96265550874838, 0.3516986123004129, 0.1965622921362157, 1.1686418275256054, 43.51291764183948, 0.00021276757375710055, 177.57089307772375)",0.5905511811023623,0.28346456692913385,4.788461538461538,3.7850922151148545,4.5,no_exog
arima,Australia,NA,28,new_cases,7956.298496921533,13891.24550681428,113.10500069637581,7956.298496921534,6217.871885342232,4238.4044820894815,10327.553274307998,5099.511368045721,1440.5220836188694,28069.303784587344,12393.109618593211,11267.187695015029,6939.847807025415,18097.607812809434,6275.152246130797,3082.3522194493585,28732.801787936514,113.10500069637578,109.08895896052802,76.03737330209285,152.42015671665894,41.759610675751205,44.311655467197106,188.38078153723797,122,41,25.15,"(45.05389129573904, 0.7910881789735457, 0.3447652803339123, 101.27010620634215, 75.51980104738557, 0.00725406517180901, 179.52560692541212)",132,42,24.14,"(43.079699732068086, 0.7315196861794067, 0.3607378061090297, 8.26425876266666, 74.24591976849224, 0.00725406517180901, 179.52560692541212)",0.47265625,0.453125,7.7555555555555555,6.483580486150998,7,death_all
arima,Australia,NA,28,new_cases,7906.426468729322,13898.465886252423,112.44007046787704,7906.426468729322,6267.325277210037,4194.240218977635,10260.88880221609,5088.879288226181,1437.0335713166878,28056.86549447481,12383.477609582269,11252.388225888119,6938.613915650858,18141.8065900281,6310.058342384561,3077.6957196493704,28720.552370831425,112.44007046787702,106.7119180252675,76.02267599697723,152.03631115854836,42.09230672061187,44.85123487226674,188.4514646128684,122,41,25.15,"(45.02735708327783, 0.8273699407574387, 0.4193292609505509, 101.25946132520252, 75.45827723127856, 0.014187675643709957, 179.52542688907457)",132,42,24.14,"(42.74763301138244, 0.7480816214624249, 0.4171621251811011, 8.246029865993838, 73.86673558477395, 0.014187675643709957, 179.52542688907457)",0.46484375,0.45703125,8.036496350364963,6.441374486958244,7,death_mobility
arima,Australia,NA,28,new_cases,7940.26263635568,13932.056943802125,108.32605844021575,7940.262636355682,6207.425107701675,4288.06699156647,10260.926633807016,5063.966467890075,1501.785718419172,28280.2252845107,12466.011231875089,11775.549760496886,6879.821973878958,18290.60187616352,6220.9946674233,3305.3770851073605,28943.981171339048,108.32605844021576,99.08098073114769,70.91868501875888,146.81490461212024,42.62361057195134,44.60702493642687,188.68271866444857,127,36,22.09,"(39.78871187935031, 0.7259324456569719, 0.4133510358770133, 6.107159561277493, 72.2697248019994, 0.0015556232425688332, 179.53669500871433)",138,36,20.69,"(37.303000771297036, 0.6961486067829376, 0.4108581126617743, 3.5966343884680647, 70.59951381147941, 0.0015556232425688332, 179.53669500871433)",0.4921875,0.44140625,7.4,6.376555897683253,7,death_recovered
arima,Australia,NA,28,new_cases,7988.376750374004,13929.516528829934,108.74117178145227,7988.376750374005,6151.579481864508,4300.590959909212,10269.84391183872,5073.31660582272,1505.4798123993444,28307.347688144637,12480.321589299376,11803.054711299821,6890.313935686629,18250.582499291762,6186.517902230158,3314.1415462524155,28969.071466779806,108.74117178145228,99.41738552742872,72.32965717269377,146.81889312500385,42.29647563435334,45.04860467683158,188.6618021787858,127,36,22.09,"(39.78981002764393, 0.726425017721563, 0.3946516015393119, 6.161809955036361, 72.27149190385002, 0.002123672586187078, 179.53718759453085)",138,36,20.69,"(37.30403421907431, 0.6965224336421252, 0.3681806569051201, 3.5969904049963297, 70.60124197075632, 0.002123672586187078, 179.53718759453085)",0.5,0.43359375,7.3515625,6.420427345835292,7,death_stringency
arima,Australia,NA,28,new_cases,9667.891847098208,15903.713080639416,120.50359814862071,9667.89184709821,8030.251496664636,6005.736660702885,12376.257908488198,5418.752175329228,2925.023961445176,30266.951110399572,14111.022923733597,10982.939561872821,8405.158356064652,21036.315515876388,7335.333789076419,5499.782446622278,31272.4318085013,120.5035981486207,115.87235805857266,91.48019206860991,148.3957213110914,36.84450367462414,52.076606627078135,183.4397413284213,154,9,5.52,"(12.013314057288053, 0.9911740700167546, 0.7223957960884468, 2.8203453251289736, 35.76852564644201, 0.3163804720515944, 173.42593478307762)",165,9,5.17,"(11.805806034716854, 1.0258455859329128, 0.7465288329372085, 3.449801845519784, 34.67600972270705, 0.3163804720515944, 173.42593478307762)",0.51953125,0.33203125,9.894308943089431,7.787982554193836,8,no_exog
