model,country,W,F,target_var,MAE_global,RMSE_global,sMAPE_global,MAE_mean,MAE_median,MAE_p25,MAE_p75,MAE_std,MAE_min,MAE_max,RMSE_mean,RMSE_median,RMSE_p25,RMSE_p75,RMSE_std,RMSE_min,RMSE_max,sMAPE_mean,sMAPE_median,sMAPE_p25,sMAPE_p75,sMAPE_std,sMAPE_min,sMAPE_max,exog_vars
svr,Australia,14,7,new_cases,7787.462810136427,16777.016947604203,163.37800112009015,7787.462810136429,6158.842473381162,4485.629071444088,10797.917206659109,4160.084003773943,2375.3708073795065,16545.920063603662,14544.265070707575,10870.530058537646,8767.933089160615,21014.359188278264,8362.574436929952,3516.0894256595648,31616.22849151968,163.37800112009015,165.54023559677944,151.30669624562603,183.88453030201737,24.950788636563182,108.19909045439596,198.96813192236203,death_all
svr,Australia,14,7,new_cases,6976.694402701382,16044.148482094142,100.92487783742968,6976.694402701382,5384.598655508993,4301.878641053282,9710.88698373853,3511.438362083066,2004.0260831141384,15065.256377258356,13648.175354571213,10224.422540026659,6845.991948628821,20285.573196153862,8434.572307257713,2495.7644132258683,30898.20668497699,100.92487783742966,90.38683136627398,73.8832520653574,111.28819554433379,39.83532005598289,47.53523885248396,193.85338489227024,death_mobility
svr,Australia,14,7,new_cases,13334.29323442951,16751.494766826883,127.93150017810781,13334.293234429511,14034.273356802038,10243.3702283088,15746.211245001816,4104.476652543145,5465.800739853023,21659.367243375185,15623.811963254966,15238.42518951594,10836.611607374032,18062.238573400464,6042.274129818956,5763.500726266452,27516.279261444088,127.93150017810783,137.1209454532017,109.27607344535333,153.1502544561721,32.314571058401356,51.036955737772224,173.88502722817051,death_recovered
svr,Australia,14,7,new_cases,7771.191335588963,16766.02217359171,161.19439637356658,7771.191335588964,6141.590348341904,4461.599581315953,10778.96400811971,4153.672653329569,2392.8401401630813,16528.970991945465,14531.304459743884,10860.104875849873,8744.570384915247,21002.35560343354,8363.055077159088,3498.9025155075856,31604.340653180207,161.19439637356655,163.27879116200938,148.5062402434123,182.85382332708338,26.270233755975205,103.35032227804433,198.88973373224138,death_stringency
svr,Australia,14,7,new_cases,26462.25509047504,29570.276850515427,144.91765337316596,26462.25509047504,25722.249284230045,21539.61228712634,31427.688656183334,6019.718417982279,15716.79323333174,39773.74853554375,29206.467644004435,28769.018240951955,25954.830189052358,32281.044363934318,4624.231911988245,19902.669555435106,39998.55333508387,144.917653373166,150.80378382188633,137.97106983725098,160.94131358517325,26.35278589932365,65.14461584262425,182.306786173778,no_exog
svr,Australia,21,7,new_cases,7786.459684767447,16776.337973430363,163.24165853743878,7786.459684767446,6157.78493565997,4484.145665860511,10796.75444065313,4159.68647421855,2376.4215954282695,16544.853865926147,14543.465017299215,10869.856298422983,8766.489246094718,21013.616549422324,8362.603726672427,3515.0544605387863,31615.465266227402,163.2416585374388,165.40053850282865,151.12210160494936,183.82320813961806,25.033733527168845,107.89674801197091,198.96359657722553,death_all
svr,Australia,21,7,new_cases,6975.0225934322225,16046.404631388434,101.91864699271123,6975.022593432223,5335.659323356958,4316.35721130534,9809.485810243656,3559.9527916760876,2019.0780611869322,15130.096424169626,13617.96110814381,10192.775164093975,6827.276575695573,20205.219794778935,8487.534203249294,2502.8124803849705,30952.630322336525,101.91864699271123,89.06195024453021,75.54248751624692,115.0183679737052,39.83838593319576,47.265146379161365,194.19553764344852,death_mobility
svr,Australia,21,7,new_cases,13401.685895561906,16845.73514813966,127.96594830783063,13401.685895561906,13876.525384348555,11429.68540361573,15370.938568492229,3770.607034055867,5615.553787635529,21366.02103844929,15791.346437737086,14708.333111563996,12254.688532699085,18148.35613866629,5866.188742670681,6175.602896850636,27584.18920403733,127.9659483078306,137.74648144082516,108.6536972567594,154.04064198064566,32.47478887545627,53.95170998915225,173.60054345424726,death_recovered
svr,Australia,21,7,new_cases,7780.147481495296,16772.072465181456,162.39047351989595,7780.147481495295,6151.112416588757,4474.836200589252,10789.377800868082,4157.205422062112,2383.3931432081054,16538.43353594082,14538.434097649457,10866.021055544461,8757.46889461971,21008.865864223553,8362.795511406555,3508.243433309223,31611.09338341166,162.390473519896,164.5159875839039,150.00541149559993,183.41063942341157,25.5497435431448,105.98595535670921,198.93215867444442,death_stringency
svr,Australia,21,7,new_cases,16240.938325372847,20410.726133229764,130.19381754800798,16240.93832537285,12603.674465825836,7465.348596402655,26723.474682666194,10964.820560843798,823.9698576047603,39220.21219485371,17210.12507312397,13075.826321536668,9252.332914868724,28071.498031653817,10973.118802470797,1078.357657211707,39514.285716755534,130.19381754800796,146.5759694065951,119.16789311210044,155.2185708359173,41.8290396863184,9.016041096472948,182.42132033059775,no_exog
svr,Australia,28,14,new_cases,7607.102097138203,16708.825959298512,163.15981271401964,7607.102097138203,6015.440447993566,4536.7662408186425,10427.087669390072,4000.498645061824,2368.9632877017166,15612.409097961501,14599.711510694939,10904.723071820421,8786.648277622837,18275.43720629154,8126.086926843045,5233.417263327373,31475.979379810604,163.15981271401958,168.53179613688303,149.6137783586932,177.14654078148988,24.04159297385605,109.82370957698471,196.79551843691186,death_all
svr,Australia,28,14,new_cases,6903.413509142895,16030.668896537649,104.82439851924914,6903.413509142895,5185.530560073097,4272.468014150923,8957.418255613313,3488.9690228637664,3262.528804321136,14439.25044605067,13715.51656600194,10202.20503514866,7145.608652752914,17705.231424467343,8298.611365653052,4258.705246392096,30909.08115438369,104.82439851924912,93.98556556952998,74.21667556894973,114.24294620153897,38.82933319500253,53.460392343005395,183.45747090586312,death_mobility
svr,Australia,28,14,new_cases,13420.228997937984,17067.744482231345,129.23611825212473,13420.228997937982,13802.840174361685,11717.237759824922,15162.198940867289,3024.7139232579866,5994.247689130128,18919.743646049104,16248.912806514485,15239.20887902715,13590.33007420665,17742.2589101028,5223.096238537842,7960.716185866172,27744.59427701928,129.2361182521247,139.969893248927,105.15101637703357,155.06257567646378,30.777273148963754,56.252241369149466,170.67583067389126,death_recovered
