model,country,W,F,target_var,MAE_global,RMSE_global,sMAPE_global,MAE_mean,MAE_median,MAE_p25,MAE_p75,MAE_std,MAE_min,MAE_max,RMSE_mean,RMSE_median,RMSE_p25,RMSE_p75,RMSE_std,RMSE_min,RMSE_max,sMAPE_mean,sMAPE_median,sMAPE_p25,sMAPE_p75,sMAPE_std,sMAPE_min,sMAPE_max,exog_vars
sarima,Australia,NA,14,new_cases,5219.787612215342,8900.155062139478,96.57436658817826,5219.787612215342,4440.827839971973,2775.7326714474734,6847.3618836366095,3536.863762000155,431.9269166747149,21731.296076118695,7730.142783987555,6571.2070893263,4210.2744439955695,10695.52742060762,4411.082936115816,979.3667999612517,23244.77180690571,96.57436658817828,85.9756895011023,54.493364035810664,146.37352501126279,48.47894151481381,21.344071324165977,194.76944089361788,death_all
sarima,Australia,NA,14,new_cases,5200.702829822775,8889.510762411597,96.33584114531337,5200.702829822773,4397.807597148483,2736.826928868244,6830.43045624779,3538.2999318843936,428.74834234982916,21758.09585802048,7712.885274617201,6591.420043992491,4195.028239036613,10670.295899344457,4419.819265040683,972.7361437970781,23269.799250806136,96.33584114531337,86.56176987826564,54.598834768175415,146.3449531909436,48.38722468394905,22.201268017690104,194.4530765252621,death_mobility
sarima,Australia,NA,14,new_cases,5133.340430952174,8867.731899447715,92.6696821338761,5133.340430952174,4357.748904634669,2418.307611967217,6778.667869585939,3588.3951207123455,429.25520964780486,21999.46314095804,7673.213476441407,6566.00154044046,4182.418543560159,10554.197648793868,4445.049379415325,973.4156833423458,23520.137658403335,92.66968213387608,80.163383544992,48.43996860444256,136.33616782479223,49.62365561379072,21.493466082799607,195.1669597239509,death_recovered
sarima,Australia,NA,14,new_cases,5146.074700955333,8867.93178220411,92.96120775441497,5146.074700955332,4405.611441600003,2432.1891903951723,6739.672684999267,3579.330742872579,429.9574877007841,21909.429789590704,7680.290077131826,6562.5993033919185,4179.134453663279,10589.304862648127,4433.210848238124,977.7811883335723,23425.41367098498,92.96120775441499,82.4525705846355,48.57742536878979,140.23548118390838,49.53795173167613,22.28764539391896,195.30631982266374,death_stringency
sarima,Australia,NA,14,new_cases,4928.765052901299,8673.705846275045,94.13356795025442,4928.765052901299,4080.0661827789063,2371.6432939583483,6606.353315658257,3378.660484733754,753.8584765592472,21592.105823370537,7338.803471406379,6689.495812400939,3075.1377857428215,10853.623125698663,4623.325287688461,975.5324485864707,22556.88966173231,94.13356795025442,80.9270711382122,52.97141455630392,140.27240607386494,47.95259162127652,20.526084999172372,199.4281684551383,no_exog
sarima,Australia,NA,28,new_cases,6560.573123896618,11300.080533163837,110.67733675096345,6560.573123896617,5150.307224866174,3792.2219499697526,8104.382886651882,4483.809841462185,1044.0024137328344,28886.431932128675,10017.214603405473,9273.13226161477,6078.912252904366,12888.408341969349,5229.458064207838,2869.0409472328647,31306.705195256774,110.67733675096345,106.45641449251937,68.54754541540083,156.83305717032601,46.03508988306334,37.5175829601913,197.38472044680893,death_all
sarima,Australia,NA,28,new_cases,6549.116943547884,11307.03779944303,110.73743473576651,6549.116943547882,5180.579799548154,3691.822012719548,8079.1128931748335,4479.101249952144,1040.1335457730133,28968.86010264355,10023.459753840243,9276.462934498195,6106.484919798397,12873.379349278895,5232.528868642615,2861.5867292033886,31391.81635176865,110.73743473576648,106.10031565651593,69.66276223150251,156.65891200585276,45.84181104550765,37.52920384626259,197.22653826263107,death_mobility
sarima,Australia,NA,28,new_cases,6483.388247573568,11297.7931179536,107.2705326262546,6483.388247573567,5086.441185581041,3459.8772486968155,8155.249165230252,4549.818263251611,1040.182475396437,29402.219050214182,9979.600126673446,9190.978181964289,5678.36191219572,13036.944349057625,5296.008935772207,2862.8834977837632,31834.061778211442,107.2705326262546,101.41914353356466,67.3181345283432,156.09600288113916,46.2181443909434,37.51929888218298,197.58347986197543,death_recovered
sarima,Australia,NA,28,new_cases,6492.997264646896,11286.02483586517,107.35813381536781,6492.997264646897,5068.491478008767,3463.226665989554,8197.490757695141,4542.962007570164,1041.9007509684545,29242.780203055325,9970.101656946184,9220.233140507145,5684.06122288379,12991.872498623987,5288.80227895923,2867.5131945798207,31667.31526713869,107.35813381536781,102.25550928579426,66.60629324323773,156.14003989100118,46.22897628298419,37.50282242445043,197.65315991133184,death_stringency
sarima,Australia,NA,28,new_cases,6059.089945988586,10815.579563373485,106.21678816246127,6059.089945988587,5018.916285850446,3323.976384269904,7941.276478345023,4017.335453987889,1281.6314809571866,27627.634833410637,9329.865236326723,8727.081475802439,4554.847524754637,12634.507530660894,5470.866107267142,1692.3470569725635,29233.42411209774,106.21678816246128,98.25707637569397,67.09388554384377,156.28513875004833,44.941177497260966,38.59934977313083,199.71408422756915,no_exog
sarima,Australia,NA,7,new_cases,4485.451372651795,7602.531680646044,88.03680014427722,4485.451372651795,3786.2830036464597,2200.112793198335,5736.763650934028,3055.019340432839,272.3532731510203,18116.992965687205,6505.179597571243,6274.110071285471,3533.550458707493,8675.97246829584,3934.606252037123,469.4341652317613,18925.13502789103,88.03680014427722,75.33737064155775,45.52616874041881,128.4541312720498,50.329264634455676,6.823750846648551,191.9220101833508,death_all
sarima,Australia,NA,7,new_cases,4473.963556077982,7593.171608283778,87.88486452352971,4473.963556077983,3742.2814595091754,2202.865615658416,5733.902922961342,3059.6569196653404,269.0485680097022,18111.075829210797,6491.730137710692,6281.369932185948,3504.3120265855396,8679.443638873501,3938.7428060214324,465.90842842190403,18925.800649654575,87.8848645235297,74.33789508880508,45.155737355462875,128.63166925284645,50.23198627935535,6.416791557460055,191.63835426832162,death_mobility
sarima,Australia,NA,7,new_cases,4418.255938748006,7575.085209442418,84.53987512781056,4418.255938748006,3771.182540454918,2151.9368032493876,5826.889851743388,3106.7510412888573,270.87544896674757,18201.111702952963,6445.799657562245,6260.943223224614,3286.100368410739,8742.969435953593,3979.1434637222746,467.37253319128445,19082.35328402753,84.53987512781057,71.59746281269872,39.09677602542653,123.89720253532683,51.77717505509384,5.936952808764971,192.12150145014886,death_recovered
sarima,Australia,NA,7,new_cases,4422.398155656619,7575.193659381087,84.66213739481124,4422.39815565662,3796.7229204159103,2151.691179225125,5801.357119067115,3099.863114021153,270.15289429864407,18156.697217527028,6449.871060061024,6269.612926856684,3288.6412147037263,8743.514109362723,3972.74744801563,468.15610202592154,19021.61745342246,84.66213739481124,72.52173579113239,40.20276578723129,123.92326013572344,51.79278880774754,5.804864119407535,192.25631007273532,death_stringency
sarima,Australia,NA,7,new_cases,4333.275419399116,7598.906615942019,86.36936837854608,4333.275419399116,3421.576006649513,1833.727172714753,5947.945867760811,3157.531972218575,554.4744801793505,17663.064821124663,6262.135459801636,4984.5709863953025,2582.4560215355077,9342.957171556329,4304.537285342331,679.39078691453,18921.5191606293,86.36936837854608,74.01803669449761,41.46994259067161,131.79796205629796,51.2157502516515,9.319914966569742,198.85633691027655,no_exog
sarima,Brazil,NA,14,new_cases,10845.116819484021,17282.585165711596,119.19352084279875,10845.11681948402,6020.72873397587,4156.406530098613,17471.61344668165,8716.330447311755,2848.0705106513965,34220.13377916355,13716.672943864805,7721.779440403703,5496.973741413579,22287.916893002614,10513.830575062628,3338.523366905153,43108.261499576816,119.19352084279875,122.4724822873093,106.24656509588291,132.94946612226724,22.925624088444504,57.06211648417896,175.47802484660662,death_all
