model,country,W,F,target_var,alignment_MAE,alignment_RMSE,alignment_sMAPE,alignment_MAE_mean,alignment_MAE_median,alignment_MAE_p25,alignment_MAE_p75,alignment_MAE_std,alignment_MAE_min,alignment_MAE_max,alignment_RMSE_mean,alignment_RMSE_median,alignment_RMSE_p25,alignment_RMSE_p75,alignment_RMSE_std,alignment_RMSE_min,alignment_RMSE_max,alignment_sMAPE_mean,alignment_sMAPE_median,alignment_sMAPE_p25,alignment_sMAPE_p75,alignment_sMAPE_std,alignment_sMAPE_min,alignment_sMAPE_max,tp_same_sign,tp_diff_sign,tp_diff_percentage,tp_slope_diff_stats,global_same_sign,global_diff_sign,global_diff_percentage,global_slope_diff_stats,lead_lag_unmatched_rate,lead_lag_within_halfF_ratio,lead_lag_mean,lead_lag_std,lead_lag_median,exog_vars,curve_func
curvefit_lstm,Australia,28,14,new_cases,36845.812038735756,37785.137979768064,160.18813919949824,36845.81203873574,36694.157313595475,35422.96483568341,38262.18073492535,1719.5697512417426,33778.90011271553,40918.50973889825,37756.410664738956,37536.008905500225,36589.09747527845,38898.22792948912,1473.1279189866254,35318.595029426215,41753.328698536374,160.18813919949824,156.8495424051197,147.08578962248635,170.6393764467984,13.630722528232823,141.7132199044311,183.4159711278144,61,51,45.54,"(82.53014399304833, 6.058096957459696, 0.15989220693267095, 178.81642266965966, 87.34314280889016, 0.00030594372139824397, 179.35920074920105)",106,68,39.08,"(70.72807511975887, 1.415088152193233, 0.17726464999663255, 178.67149036100727, 86.06770222974878, 0.00030594372139824397, 179.36382865430085)",0.6666666666666667,0.30952380952380953,3.738095238095238,2.164677904385054,3.5,death_all,gompertz
curvefit_lstm,Australia,28,14,new_cases,35869.61362421724,37299.245291603045,159.30803124802705,35869.613624217236,36425.20921326736,34261.66419656813,37725.50844302548,2737.542163675491,25028.986891622557,41299.65811921043,37218.78311815877,37978.08378700675,35736.265819500564,38775.904813160894,2448.6491228086325,26991.41199138371,41667.72325289214,159.30803124802705,157.3510955460928,146.62403477702156,170.11681582594156,13.296820406052088,137.84946720173483,183.54882094103303,56,56,50,"(88.62635658784505, 75.51800317723884, 0.31732417861736106, 178.88728034055399, 87.44742626568234, 0.0341245431391809, 179.56787845652073)",84,90,51.72,"(92.03435279773929, 164.92801078808958, 0.2123842293832227, 178.72175658537796, 87.9113634340082, 0.025400146568744376, 179.56787845652073)",0.6666666666666667,0.30158730158730157,3.761904761904762,2.3972496823420304,3.5,death_all,logistic
curvefit_lstm,Australia,28,14,new_cases,38177.92653663834,39029.47048237387,160.9601327098212,38177.92653663833,38211.545270487215,36647.82371722968,39359.901766267576,1689.7718993760686,35475.4049842625,42877.62288104803,39005.26064111364,38976.27113159389,37995.149003017024,39937.70339502655,1374.484795581459,36388.62281046617,43154.917000876594,160.9601327098212,157.77965471578437,147.75793371103487,170.84726460894734,13.489021746734169,141.95129216339387,185.10434735026948,97,15,13.39,"(24.687265171933884, 0.36054825102148624, 0.18441764684703568, 1.2971608436450057, 58.175247052543675, 0.014121458311543905, 177.68826395374006)",156,18,10.34,"(18.87110536986833, 0.3054025392146319, 0.1753458131272635, 0.7937027311647246, 51.84920505902191, 0.014121458311543905, 177.68826395374006)",0.6666666666666667,0.31746031746031744,3.5476190476190474,2.2760940114363977,3.5,death_mobility,gompertz
curvefit_lstm,Australia,28,14,new_cases,37043.80254393428,37969.34649828935,160.2969014494404,37043.802543934275,37226.18688202781,36001.58658873296,38250.383133066054,1535.8862612584987,33702.933904387624,40312.399371564636,37949.30649590532,38197.246240531735,37262.27661840777,38779.145518402685,1233.4544932815252,34707.33017662112,40351.344765413174,160.29690144944033,157.6929858252796,147.49425774277498,171.33405752920265,13.366414382994236,141.18441326978603,183.52242760957978,93,19,16.96,"(29.70417574576948, 0.31303488071295216, 0.18142224312344407, 2.6897278648922747, 62.06756606860177, 0.01263626733907503, 177.67350922882835)",138,36,20.69,"(36.506490457315316, 0.31871724068122986, 0.18478650562673224, 5.82387934011994, 68.59345889292888, 0.01263626733907503, 177.781987971407)",0.6666666666666667,0.31746031746031744,3.7142857142857144,2.3816955866768152,4,death_mobility,logistic
curvefit_lstm,Australia,28,14,new_cases,24685.588418422252,25882.37747668587,151.6509732502326,24685.588418422245,24117.788698665932,22371.588249225013,26874.839200898074,2834.9581690091522,19941.427325675904,30563.891307482896,25714.60115233341,25018.126203859858,23442.205022632807,27821.40773944064,2942.235786280436,21063.871755778568,31420.490239673258,151.6509732502326,150.3633494016625,138.96718733341203,161.33550134314137,14.274686872225159,124.62974232171908,178.27818507780543,102,10,8.93,"(15.946065980849594, 0.26205570415946056, 0.1853887635799621, 0.8600034788251083, 46.35904627493602, 0.0030174650449823837, 175.15991948919813)",159,15,8.62,"(15.479475436469434, 0.2834185293060194, 0.18525192713332478, 1.5972028096299917, 45.172773722746236, 0.0030174650449823837, 175.15991948919813)",0.6666666666666667,0.30158730158730157,3.9047619047619047,2.4575371749615984,3.5,death_recovered,gompertz
curvefit_lstm,Australia,28,14,new_cases,21174.417720113015,22951.662972923812,148.1226620042361,21174.41772011302,20179.901026053336,18300.743704126035,23747.233824602445,3576.7775570499525,15445.053986697885,28811.619287772086,22624.967982176153,21636.93714992737,19661.05586934791,24763.40731263128,3858.7118353391365,16714.33590809283,31052.493377547427,148.12266200423608,148.08797246346566,136.10253044458995,159.1230862604879,14.85667044347271,107.01227250479673,174.7887873030951,94,18,16.07,"(28.175768441094913, 0.43086154610636795, 0.21681164710067463, 3.573725941219268, 60.182677416752625, 0.017835574606114565, 177.19912849207597)",153,21,12.07,"(21.54584739358096, 0.4336960354600922, 0.23727157328573564, 2.057500505480584, 53.07574026717272, 0.017835574606114565, 177.19912849207597)",0.6349206349206349,0.30952380952380953,4.304347826086956,2.7957870306539707,4,death_recovered,logistic
curvefit_lstm,Australia,28,14,new_cases,23992.2980959869,25508.309527351492,151.09938718670108,23992.29809598689,23458.366385163557,22002.827484604997,25418.028933040932,2462.542060259456,19991.30409442695,29928.74831083111,25371.024436239913,24824.241770298442,23350.09364866736,26273.300385911494,2642.9101382544404,21626.644438721316,31794.64412749649,151.09938718670108,150.37753772191618,138.12767524501237,161.69683246416201,13.798359183586124,121.10302918867801,177.57693284430113,61,51,45.54,"(82.6100572562834, 6.131842717020946, 0.202922839445616, 178.86673695084033, 87.39327242749447, 0.0034266981465996974, 179.53623165428237)",106,68,39.08,"(70.80929792895263, 1.487247408401641, 0.22021703978574914, 178.69616250426554, 86.11926530129477, 0.0034266981465996974, 179.53623165428237)",0.6666666666666667,0.2698412698412698,4.285714285714286,2.822260936629547,4,death_stringency,gompertz
curvefit_lstm,Australia,28,14,new_cases,22741.26705307159,24216.837751391744,149.8415957404179,22741.267053071595,22092.180003585436,20609.408499047913,24860.80992672298,2820.913912600708,17513.047429778246,28857.943576276553,24021.172406676622,23269.15363179188,21877.539749373762,25290.34196136485,3072.21530592339,19052.661612480988,31000.822949731144,149.84159574041792,150.03415593398424,137.75757358446157,160.5605664066211,14.142283147817999,116.93402910979376,173.73440486748314,57,55,49.11,"(87.34282514611404, 57.23401866785911, 0.6155885002426784, 178.34088192923429, 86.02513677794718, 0.0052810713421104554, 179.34982502078105)",80,94,54.02,"(96.41070204242084, 166.3423731736426, 0.6940030077532331, 178.6867610047717, 86.62167606084897, 0.0052810713421104554, 179.34982502078105)",0.6666666666666667,0.29365079365079366,3.9285714285714284,2.4133051634318208,4,death_stringency,logistic
curvefit_lstm,Australia,28,14,new_cases,23793.71850220915,25034.3766279783,150.87350464414158,23793.718502209143,22529.488385721594,21490.86842801861,25995.2603434762,2908.0963891001165,19911.501449782,29801.878821433787,24845.48831474519,23599.253916656522,22428.21942549509,27069.970369892762,3069.4826198117285,21188.66567083939,31188.313367776314,150.87350464414155,150.0143021821796,138.44592534703457,160.69327173703823,14.138621480641907,121.41304595873676,176.71041209274966,94,18,16.07,"(28.637001894664927, 0.3156219004020351, 0.18534855944132966, 3.242034230561943, 60.68452801589464, 0.028731982941561048, 177.3925812262928)",153,21,12.07,"(21.536181413278968, 0.301389416909677, 0.17033383824022638, 0.9733695202523097, 54.29505155323826, 0.0020055816776683474, 177.3925812262928)",0.6666666666666667,0.30952380952380953,3.857142857142857,2.343349994901801,3.5,no_exog,gompertz
curvefit_lstm,Australia,28,14,new_cases,24768.084695256228,25954.107052592666,151.70719231126674,24768.08469525622,23781.592979443427,22664.18585751262,26357.82164547298,2738.9986339624816,20695.816134870303,30922.059368687267,25800.139124229303,24527.70034216324,23728.827240888026,27551.67401117896,2822.852115831224,21658.020393914292,31928.376504161468,151.7071923112667,150.54079359596747,139.4904191371018,161.83509343915293,14.0945571495712,123.81993930842951,178.06333165952546,90,22,19.64,"(34.035187176742696, 0.5304895435819638, 0.1420630328427946, 3.80095655918694, 66.86951898068126, 0.030192884297228797, 177.73254322384176)",122,52,29.89,"(52.558586684690624, 0.629685608791201, 0.1558016063529832, 173.63191090124116, 79.20410543892037, 0.030192884297228797, 177.9315642692366)",0.6666666666666667,0.30158730158730157,3.8333333333333335,2.3469405789880606,3.5,no_exog,logistic
