model,country,W,F,target_var,alignment_MAE,alignment_RMSE,alignment_sMAPE,alignment_MAE_mean,alignment_MAE_median,alignment_MAE_p25,alignment_MAE_p75,alignment_MAE_std,alignment_MAE_min,alignment_MAE_max,alignment_RMSE_mean,alignment_RMSE_median,alignment_RMSE_p25,alignment_RMSE_p75,alignment_RMSE_std,alignment_RMSE_min,alignment_RMSE_max,alignment_sMAPE_mean,alignment_sMAPE_median,alignment_sMAPE_p25,alignment_sMAPE_p75,alignment_sMAPE_std,alignment_sMAPE_min,alignment_sMAPE_max,tp_same_sign,tp_diff_sign,tp_diff_percentage,tp_slope_diff_stats,global_same_sign,global_diff_sign,global_diff_percentage,global_slope_diff_stats,lead_lag_unmatched_rate,lead_lag_within_halfF_ratio,lead_lag_mean,lead_lag_std,lead_lag_median,exog_vars
lstm,Australia,14,7,new_cases,15687.975964137486,18688.8395932915,142.98175488628812,15687.975964137488,14566.583914620536,11905.894949776786,19264.77765764509,4756.940936636928,6490.149553571428,25932.276227678572,17650.637484946277,15624.047860233431,12923.065171507431,21321.692008533093,6142.289615346172,8272.776365522193,29347.640577008886,142.98175488628812,141.27359288640508,131.91274903442263,158.8722598447556,22.68997962563078,40.96453224037781,176.76917804954684,36,20,35.71,"(64.26229938502551, 1.91777114711791, 0.1955199758179839, 172.3222916375977, 81.99604635285634, 0.03798514869024531, 179.2120342476551)",112,62,35.63,"(63.816442915831786, 0.6726340366813547, 0.08901419097473147, 177.1464878744961, 84.12704939914231, 0.0013524581331390605, 179.2940965613664)",0.71875,0.171875,3.1666666666666665,1.465284553774253,3,death_all
lstm,Australia,14,7,new_cases,9973.601273076874,16134.4194124864,137.1642955043329,9973.601273076874,7718.076450892857,4473.061538151333,14452.286586216518,6266.5908007142425,2507.5939047677175,23299.46651785714,13911.49779211078,9367.515704298228,6537.005653584474,19768.303843099515,8172.4977184527215,4084.2785730803907,27681.45822195101,137.1642955043329,129.6371164087052,114.8393967886019,167.73534868280905,36.80792236598593,26.862702879339622,200,45,11,19.64,"(33.79990063107742, 0.1283473708692882, 0.06446843250960067, 3.8358051512894917, 64.94252879415288, 0.01400077463995983, 176.74277920243046)",143,31,17.82,"(31.697613578589912, 0.12501413816181184, 0.0336843402556109, 1.7999957757996141, 65.75307426272515, 0.0005971705968319964, 179.1578035425171)",0.46875,0.40625,1.8235294117647058,1.6961737374436567,1.5,death_mobility
lstm,Australia,14,7,new_cases,18005.382603849685,21096.066126666345,154.22540098214466,18005.382603849685,16296.086077008928,10576.118896484375,23293.045549665178,8715.771926987782,4777.733171735491,37344.46540178572,19321.24784915292,17647.723899886412,11746.518523199524,24219.997146386428,8469.556515679147,6692.573714444877,37423.57769986504,154.22540098214466,148.3783301590007,137.81962335048667,177.7486573218642,29.835091397165883,62.001064065238346,200,49,7,12.5,"(22.559209342404042, 0.27707587908014875, 0.08303043138710653, 2.383397299736292, 52.062012743999986, 0.0005116239070609431, 173.3049545356004)",142,32,18.39,"(33.087289574420915, 0.157840204714968, 0.04258074208929084, 1.9416987964046548, 66.37767515268906, 0.0005116239070609431, 178.65521052212802)",0.546875,0.359375,2.2758620689655173,1.411598681438327,2,death_recovered
lstm,Australia,14,7,new_cases,21623.75339603424,25073.318983774974,157.53282088750464,21623.75339603424,21666.996930803572,11110.319022042411,29764.84814453125,11145.317220781784,3627.914119175502,40235.42188,22651.882688312802,22585.008107350382,12275.608492028081,30361.517053280495,10750.04816440584,4331.4927126641505,41131.124067669385,157.53282088750464,153.28367623099118,145.51384527561527,161.1406873476705,20.74596616527928,108.8299409565736,200,32,24,42.86,"(73.59773456219902, 6.855630716042117, 0.4415611755540414, 174.1887416148549, 83.48239569400323, 0.1125208582846281, 179.62917943657527)",92,82,47.13,"(83.30406391160832, 6.855630716042117, 0.3026907708145017, 178.61119169161236, 87.2652025510364, 0.05296284814562875, 179.62917943657527)",0.5625,0.359375,2.0714285714285716,1.438326481986294,2,death_stringency
lstm,Australia,14,7,new_cases,14444.757709587258,20528.452756137583,153.93271006043398,14444.757709587258,12581.30859,7682.543718610491,20433.096923828125,8783.920004948151,1432.2356480189733,40297.409877232145,17937.873193074287,17266.701340941792,9401.803533888851,27202.731990499873,9982.488560983156,1958.3841482486596,42142.58163465117,153.932710060434,156.1522084107752,129.77668310954635,185.50702365529176,37.56903746274829,52.78244386856053,200,35,21,37.5,"(64.67703451823908, 0.7353519082403437, 0.16956112059177642, 171.84572404067114, 82.44114078201466, 0.0006547322339368256, 178.98868537305688)",121,53,30.46,"(54.03037485399361, 0.4804134403236122, 0.08862325348035102, 171.8838983643129, 80.18662923230303, 0.0006547322339368256, 179.20655445913124)",0.5625,0.359375,2.2142857142857144,1.499559018070729,2,no_exog
lstm,Australia,21,7,new_cases,16289.629407610211,19064.82844401417,143.80382359310047,16289.629407610213,16010.248883928572,12000.53969029018,20380.03173828125,5080.309257707754,7630.243582589285,25983.875,18030.01158941281,17553.40642609579,13011.6002380152,22304.941955256698,6195.673142228498,8372.03645819184,29642.42502876174,143.80382359310045,142.082159571295,131.5850337933588,159.06805376832895,21.864054732963105,48.24704866386784,177.05493737696517,33,23,41.07,"(74.84202209894407, 7.273623293661565, 0.3967534082969093, 176.96067912186945, 84.0954614182353, 0.09634982927332694, 179.1672203859186)",107,67,38.51,"(69.1833242516284, 1.2727948858932114, 0.16100701190632444, 178.07874823410177, 85.22075267784244, 0.045277578224870954, 179.3477091582375)",0.71875,0.21875,2.7222222222222223,1.0740552924509195,3,death_all
lstm,Australia,21,7,new_cases,9803.235346055457,16310.104902029661,137.05545819371247,9803.235346055455,7013.642473493304,4808.566689627511,15168.315708705357,6117.981252974108,2817.5169405255997,21429.6962890625,14114.59292500573,9454.108923726497,7880.156367178545,20315.910211425307,8172.991403188325,3810.8820954819603,28406.139132796703,137.0554581937124,129.27030928474397,113.24088761189378,173.32555337980784,39.93874490518917,23.781809321059384,200,42,14,25,"(45.14012285206718, 0.7393077900955882, 0.1365564236618185, 86.88237746790088, 71.5949400835753, 0.027798169531659398, 177.93160893633737)",128,46,26.44,"(46.457377860090205, 0.3213553585636224, 0.10968186769402126, 123.70741804939026, 75.14039372252924, 0.0018970959222127735, 179.26769681697905)",0.453125,0.421875,1.9142857142857144,1.788384558122523,1,death_mobility
lstm,Australia,21,7,new_cases,16355.583802836281,20391.07319357988,154.72281642248942,16355.583802836283,17959.143136160717,10808.923223223006,21117.745884486605,6900.283207936559,4506.361807686942,30039.44922,19000.385223920093,20662.418258648413,11530.738953230803,24785.33679108543,7401.434139987389,5212.708312640261,31537.255635824888,154.72281642248942,146.9962149450982,128.9032417583453,200,33.8296213707976,94.6758938218949,200,40,16,28.57,"(51.267462628559656, 0.9139318963820302, 0.11592706726806712, 164.10064325489947, 76.88088171602234, 0.003243223087085338, 178.95369633245858)",118,56,32.18,"(56.92185912259727, 0.27785202895819605, 0.041139355124813655, 173.99411791773255, 81.2513467972601, 0.0003413999975790834, 179.00388290366675)",0.53125,0.328125,2.6,1.4287684593190133,3,death_recovered
lstm,Australia,21,7,new_cases,13486.804619325858,19978.59550315219,158.15216200394536,13486.804619325856,13954.409040178572,6923.181806291853,18553.829171316964,7012.210707447339,3271.888611657279,29081.12039620536,17857.415063580298,19226.248990603395,9115.702253958872,26031.765980388653,8958.627435360202,3741.089875356103,34023.60188243554,158.15216200394534,164.9056171076608,124.60624264022324,200,40.38487371575462,67.09871732824382,200,42,14,25,"(44.56851403720277, 0.5161586240757269, 0.15244368110378834, 87.36373151790227, 73.04787608365406, 0.007177668250576651, 179.19047205621467)",122,52,29.89,"(53.10341529069756, 0.366729486046826, 0.07538563015729705, 172.16677477838948, 79.73373287771015, 0.0001103675298905889, 179.19047205621467)",0.578125,0.359375,1.9259259259259258,1.6623876694480033,2,death_stringency
lstm,Australia,21,7,new_cases,18261.7361090609,26091.480102733443,170.0055286477531,18261.7361090609,16247.84766,9087.073303222656,21527.90616771153,11762.000109349834,3728.3330372401647,50844.88002232143,22966.338571105473,21974.20006011105,11456.660525029709,30354.08727801556,12381.947608865421,4724.758527655677,52156.47871200861,170.00552864775307,199.67599438251852,135.13473235159876,200,37.48330568933856,78.88359693972559,200,38,18,32.14,"(56.61957195933882, 0.4575510140204093, 0.1340224533745246, 171.90934100393196, 79.58250507872751, 0.00010852851138080611, 179.27618826778993)",144,30,17.24,"(31.07959568632231, 0.3128536681906852, 0.061249011307302155, 1.9061167736604956, 65.42169613381445, 2.7668417219175248e-05, 179.27618826778993)",0.53125,0.421875,1.7333333333333334,1.3879613761229797,1,no_exog
