model,global_mae_median,global_mae_p25,global_mae_p75,global_mae_min,global_mae_max,global_rmse_median,global_rmse_p25,global_rmse_p75,global_rmse_min,global_rmse_max,global_smape_median,global_smape_p25,global_smape_p75,global_smape_min,global_smape_max,tp_mae_median,tp_mae_p25,tp_mae_p75,tp_mae_min,tp_mae_max,tp_rmse_median,tp_rmse_p25,tp_rmse_p75,tp_rmse_min,tp_rmse_max,tp_smape_median,tp_smape_p25,tp_smape_p75,tp_smape_min,tp_smape_max
arima,2428.4785014557365,1106.5321381638516,7102.790845133355,228.4241540934042,38247.37759911181,2763.086855850456,1341.8405918611572,8746.374622317915,275.31093961564693,41726.33008577479,27.98568020390156,13.36403749010145,50.414189483073145,3.3489441931618997,199.86318839243853,1669.256855681486,701.958653818117,5305.04510057197,240.9653371216352,30963.47014831233,2217.480112894292,885.2047234135578,6885.9754516911,275.5570416026056,34840.89313447752,24.508548126827883,7.787704327194834,50.68559341,3.830762930399271,199.64990255274444
cnn_lstm,5909.176513671875,2684.892852783203,15256.511213030137,346.1521257672991,37876.49344308036,6273.476228970623,2835.606782025316,16551.895271839494,355.6670608205403,42731.10548124021,98.42352606273415,71.17656673468524,112.17637641928768,9.655073180823583,199.53699889628075,5809.153058733259,2070.275687081473,9489.54767717634,468.8566022600448,37876.49344308036,6221.871511783195,2157.765553049704,12499.081690506076,525.9991306633942,42731.10548124021,99.71607347791377,64.70338207218339,113.9026166662657,16.96079297573132,199.34602018185996
curvefit_lstm,3532.0714945715376,1484.9548180585657,9111.554360828595,154.15222318471692,29113.845542872965,3801.12286597328,1719.2753793875108,10545.690868809326,205.85011191380133,33626.74453019975,50.57432204201078,33.141095037046426,69.39859139869344,6.327346682009987,200.0,3572.9697184484908,1061.4372152728936,8061.50137133612,154.15222318471692,29113.845542872965,4150.899404041861,1204.2419371910155,10180.33330330162,205.85011191380133,33626.74453019975,50.65535079847121,35.22550316106128,63.488429724998326,14.092483750231574,199.20700043446251
delphi,6556.406104199928,3812.352869395225,16688.866556225057,735.4832735663136,37741.85639843542,6733.3724120486095,4100.269938452247,16949.43943979693,884.526187616013,38267.642583607136,62.76066687869994,34.96159158675564,120.0418884384595,10.915166255039962,199.9672912815584,7025.574620776374,3161.713090969137,16986.95044071459,915.9563753172848,37236.382158419736,7070.787418243295,3248.8829174058683,17054.83812396259,1165.5204379144752,38267.642583607136,60.35741929046695,39.47826085503981,114.70183045335376,10.915166255039962,199.9672564303278
epilearn_fullcurve,2176.747477293308,1086.5324645484416,7537.318956761578,1.233312078981428,31400.16916760522,2457.3653904349803,1298.0163041559977,9485.176932221304,1.3852737338728884,34211.438583671326,28.12080577562559,15.238435598900008,54.58224386028997,4.889351881687074,199.74898556647256,1225.113895521914,553.6528544499839,5150.774965733846,1.233312078981428,29211.84330774482,1427.888169229227,657.3786829262815,6799.371025227889,1.408379838286956,32755.72418557934,24.25520646692371,10.852045604553384,48.03518201999359,5.060677724759306,198.6021985848459
lstm,3982.25275530134,2180.682826450893,9666.582292829242,182.1300408499581,30745.05469,4185.258110359649,2313.808029936593,12081.48008495197,223.19441683641816,35517.10078558366,63.92964157833144,42.53500562198923,81.4207013218372,9.815214343071746,200.0,3634.232352120536,1965.5314418247767,8018.769008091518,182.1300408499581,30745.05469,3812.067559590618,2016.527697654723,11320.906827749754,223.19441683641816,35517.10078558366,65.54525775918313,53.543465748622125,77.5609580590559,9.815214343071746,198.97905310283195
prophet,6533.275473975551,3039.7038133863743,15560.381093683647,652.4948994117219,36006.802689099604,8358.865381726897,3306.698795671737,15716.621915008614,742.1449863131488,40730.18612703316,51.04026239504405,37.08852940130642,90.74207398965402,12.63556036698778,199.9840647314504,5789.117269766316,2558.829726494938,15511.193095566465,764.7952023695542,36006.802689099604,8781.839554465392,2884.285698032994,15529.623731956475,929.0539372460232,40730.18612703316,46.517300781938445,33.195517821616505,99.20128411823876,14.270611140539131,199.96791921662063
sarima,2502.069856962677,997.515640511159,7334.988710165372,238.9083119486929,37935.8576804859,2902.703736841004,1236.9101370101876,9258.24020650547,275.1713577854874,41243.06528928278,30.50211791490499,13.574520134178602,54.22000817168896,3.4650449286455456,199.86306364672868,1605.6029078339393,830.7783591919394,5632.700795715451,256.50902035404044,33321.57997612351,1976.827409123748,1015.8740326792768,6865.779928798059,313.11080826123526,36751.32297371442,28.42618232011885,10.3139653294935,54.36631892891594,4.072145273118933,199.66549030532903
svr,6579.1295603996605,3313.701016346913,19856.093873337213,574.3534892201003,46584.62958762293,6700.255672187008,3366.019690610309,21270.22117628879,605.6905187823905,50662.25932738501,115.57265985316542,76.21280454093414,156.61513088536222,21.21145914369429,199.9189987039128,5610.20104262471,2814.563081911377,16238.058159051505,574.3534892201003,46584.62958762293,5888.9341080803215,2815.128303215284,18131.661162132987,605.6905187823905,50662.25932738501,120.04937054073676,72.62567405623437,162.3895634809321,21.21145914369429,199.8398076041328
