model,global_mae_median,global_mae_p25,global_mae_p75,global_mae_min,global_mae_max,global_rmse_median,global_rmse_p25,global_rmse_p75,global_rmse_min,global_rmse_max,global_smape_median,global_smape_p25,global_smape_p75,global_smape_min,global_smape_max,tp_mae_median,tp_mae_p25,tp_mae_p75,tp_mae_min,tp_mae_max,tp_rmse_median,tp_rmse_p25,tp_rmse_p75,tp_rmse_min,tp_rmse_max,tp_smape_median,tp_smape_p25,tp_smape_p75,tp_smape_min,tp_smape_max
arima,6657.824432544023,4647.109203732355,12101.55962530844,2212.7811903132565,32612.713882756496,9544.707108043744,6734.330769893248,18501.05472308833,2730.911253027733,33390.12277957375,108.70864576160362,85.3677516698048,140.6644495489058,18.533743339202992,194.5120707783546,8123.243627809508,4856.664042785913,13253.110527279046,2795.371523786678,32612.713882756496,9208.433061834134,6635.09749889772,19978.70260948121,5010.7669986614255,33390.12277957375,124.69241511003764,95.77054313546653,162.9741953221176,37.3972377484097,194.5120707783546
cnn_lstm,13646.146484375,10850.624965122768,18978.11293247768,6299.392926897322,31766.54659598214,13984.619733377338,11240.411195059722,20884.9031199303,6437.144800097352,32524.27710131325,142.60272221899362,122.35516104391448,154.1046408690891,69.26555776820624,182.25204975210843,14343.370047433036,11927.853306361609,20274.832101004464,6299.392926897322,29738.03543526786,15512.012718867354,12326.24174141112,21749.839212321254,6437.144800097352,31225.07333384368,143.81133051852336,134.92029834019425,157.35266361660723,79.24000372380776,180.5832948913045
curvefit_lstm,20136.2749819259,18968.834925900155,23240.6235200945,15202.207364960572,30229.521818085574,21129.624201542923,19845.893802153005,23823.913091394286,16340.886680668613,31664.44742308128,148.06684351195895,135.1322138711814,158.6599739789717,83.08811035466927,176.5446770984798,20972.554742192715,19759.94290581087,24424.582364960574,17971.688949782,29172.711271210574,21994.58136817918,20660.601599287285,24896.227419127707,19027.781655115494,30849.648349549032,149.5405721830488,142.97414013900885,162.5151378645775,120.84387479567944,176.5446770984798
delphi,6167.338575871467,2769.271743251878,9531.492607644,536.1871919485486,33029.47392612119,6269.725000423415,3134.198591149632,9624.83924768628,580.4849507046418,33042.16973249401,76.62675057807336,40.00346271266565,103.70814651926024,10.03263247811833,122.94601145986842,6294.433254516896,4659.101562483816,10464.872165790051,1103.572608886425,18946.42182963908,6505.221250871709,4916.249210361514,10476.816518703366,1129.988029161541,19013.62923737896,93.64986784160726,48.56082144836,112.03781190465014,20.972725250533365,122.94601145986842
epilearn_fullcurve,6195.710567301725,4339.129039111251,12573.587407889016,1142.6746326886985,45839.896890448894,10117.320873833942,6988.6952721334455,19547.96134783885,1356.2471564031223,47035.648380308165,102.63098998322296,66.87818534535538,143.69389216034725,9.200787025898904,199.8020582014527,8768.111392672985,4295.851964426682,13319.193388062467,2511.591412361513,45839.896890448894,10555.122945910647,6995.804758788558,21182.015902090214,4893.024882462487,46832.10395867335,118.2823378915016,92.18835130752096,164.8699107068222,47.31714788300739,199.2632129866976
lstm,11590.563685825891,7311.884207589286,17659.360458374023,1432.2356480189733,40297.40987723215,13037.326228020744,9649.218877991112,21753.432049140745,1958.38414824866,42142.58163465117,146.3346118585083,117.56728977485228,175.34315790116705,25.536075980844096,200.0,12581.30859,7682.543718610491,20433.096923828125,1432.2356480189733,40297.40987723215,17266.701340941792,9401.803533888851,27202.731990499877,1958.38414824866,42142.58163465117,156.1522084107752,129.77668310954635,185.50702365529176,52.78244386856053,200.0
prophet,12468.890765834783,8592.92904505258,17297.31274372477,2174.8132559368664,32618.75415630062,17366.44531776912,10056.863752320509,24305.606609896717,2950.683378812591,33306.220351330674,145.84562869354852,107.87328260979504,152.19031903410533,38.22126674328069,200.0,12954.044576093407,7876.073344541684,19171.67593097324,2174.8132559368664,30040.86377278337,21286.109719297547,8871.171390262833,27038.933904022106,2950.683378812591,31037.18345595379,147.18747918646358,117.86465330817124,161.51610336466163,38.22126674328069,200.0
sarima,3421.576006649513,1833.727172714753,5947.945867760811,554.4744801793505,17663.064821124663,4984.570986395303,2582.456021535508,9342.957171556329,679.39078691453,18921.5191606293,74.01803669449761,41.46994259067161,131.79796205629796,9.319914966569742,198.85633691027653,3965.745665043155,1669.4989133061908,6925.082540270049,554.4744801793505,17247.315598510017,5676.319449224167,2271.0001993755627,10393.373957122598,679.39078691453,17576.94393839599,105.8978803153958,60.0697333081651,154.30095788736884,18.734165098095904,177.28455543881816
svr,25722.249284230045,21539.61228712634,31427.68865618333,15716.79323333174,39773.74853554375,28769.018240951955,25954.83018905236,32281.04436393432,19902.669555435103,39998.55333508387,150.80378382188633,137.97106983725098,160.94131358517325,65.14461584262425,182.306786173778,26855.137734203105,24065.23872748372,31585.70272635244,17830.77965131778,38114.160096259744,29707.31746628925,27221.65493619747,32332.8879829626,20933.10447491124,38217.03079900385,153.8372669363068,142.25866779984636,167.1253738030248,76.88848328302991,182.306786173778
