country,model,exog_vars,value,metric,stat
India,arima,death_all,735.7612912623456,MAE,MEDIAN
India,arima,death_mobility,735.6566392231495,MAE,MEDIAN
India,arima,death_recovered,700.6866516686271,MAE,MEDIAN
India,arima,death_stringency,613.7720762104425,MAE,MEDIAN
India,arima,no_exog,607.8370303106628,MAE,MEDIAN
India,cnn_lstm,death_all,32874.23353794643,MAE,MEDIAN
India,cnn_lstm,death_mobility,23616.577706473217,MAE,MEDIAN
India,cnn_lstm,death_recovered,21131.94370814732,MAE,MEDIAN
India,cnn_lstm,death_stringency,30805.812360491072,MAE,MEDIAN
India,cnn_lstm,no_exog,4492.34834071568,MAE,MEDIAN
India,curvefit_lstm,death_all,49425.97738502228,MAE,MEDIAN
India,curvefit_lstm,death_mobility,25570.79665120531,MAE,MEDIAN
India,curvefit_lstm,death_recovered,764.5815051849556,MAE,MEDIAN
India,curvefit_lstm,death_stringency,35499.31869361602,MAE,MEDIAN
India,curvefit_lstm,no_exog,2741.9204246875474,MAE,MEDIAN
India,lstm,death_all,22732.337193080355,MAE,MEDIAN
India,lstm,death_mobility,13319.11007254464,MAE,MEDIAN
India,lstm,death_recovered,2921.998011997768,MAE,MEDIAN
India,lstm,death_stringency,25524.73828,MAE,MEDIAN
India,lstm,no_exog,1587.6260201590403,MAE,MEDIAN
India,prophet,death_all,16355.299411371798,MAE,MEDIAN
India,prophet,death_mobility,19411.187116442525,MAE,MEDIAN
India,prophet,death_recovered,12598.925251460476,MAE,MEDIAN
India,prophet,death_stringency,13899.848720618957,MAE,MEDIAN
India,prophet,no_exog,30928.37802347266,MAE,MEDIAN
India,sarima,death_all,605.7109011613552,MAE,MEDIAN
India,sarima,death_mobility,598.4228142463968,MAE,MEDIAN
India,sarima,death_recovered,541.5230218621778,MAE,MEDIAN
India,sarima,death_stringency,558.2864463932044,MAE,MEDIAN
India,sarima,no_exog,560.7278187258225,MAE,MEDIAN
India,svr,death_all,11081.932546068976,MAE,MEDIAN
India,svr,death_mobility,3440.1351899385536,MAE,MEDIAN
India,svr,death_recovered,608.5041109493046,MAE,MEDIAN
India,svr,death_stringency,17382.114635188846,MAE,MEDIAN
India,svr,no_exog,515.5144030578907,MAE,MEDIAN
India,arima,death_all,55.615238822029646,MAE,P25
India,arima,death_mobility,45.484250529669765,MAE,P25
India,arima,death_recovered,175.32142640678586,MAE,P25
India,arima,death_stringency,162.50314525004308,MAE,P25
India,arima,no_exog,148.0896344549829,MAE,P25
India,cnn_lstm,death_all,32447.024972098214,MAE,P25
India,cnn_lstm,death_mobility,17747.686174665178,MAE,P25
India,cnn_lstm,death_recovered,20093.121616908484,MAE,P25
India,cnn_lstm,death_stringency,30678.815569196428,MAE,P25
India,cnn_lstm,no_exog,3774.1189858572825,MAE,P25
India,curvefit_lstm,death_all,46976.417464847545,MAE,P25
India,curvefit_lstm,death_mobility,20933.042390369865,MAE,P25
India,curvefit_lstm,death_recovered,672.68948509567,MAE,P25
India,curvefit_lstm,death_stringency,35382.17004685263,MAE,P25
India,curvefit_lstm,no_exog,2583.3884771429043,MAE,P25
India,lstm,death_all,15362.83594,MAE,P25
India,lstm,death_mobility,12945.288452148438,MAE,P25
India,lstm,death_recovered,2862.9657985142303,MAE,P25
India,lstm,death_stringency,20436.80249023437,MAE,P25
India,lstm,no_exog,1412.292689732143,MAE,P25
India,prophet,death_all,10702.313138863816,MAE,P25
India,prophet,death_mobility,12682.47598678978,MAE,P25
India,prophet,death_recovered,9239.261663863865,MAE,P25
India,prophet,death_stringency,6564.412636671053,MAE,P25
India,prophet,no_exog,15526.342715394938,MAE,P25
India,sarima,death_all,141.35494669792826,MAE,P25
India,sarima,death_mobility,112.20600139357136,MAE,P25
India,sarima,death_recovered,130.04844996154026,MAE,P25
India,sarima,death_stringency,140.43214372757456,MAE,P25
India,sarima,no_exog,112.56221706459718,MAE,P25
India,svr,death_all,10055.070738790784,MAE,P25
India,svr,death_mobility,1896.1376950299816,MAE,P25
India,svr,death_recovered,532.370593752301,MAE,P25
India,svr,death_stringency,17098.755505505273,MAE,P25
India,svr,no_exog,453.6986816953527,MAE,P25
India,arima,death_all,2318.8654903293063,MAE,P75
India,arima,death_mobility,2356.15997726287,MAE,P75
India,arima,death_recovered,1294.4583401715008,MAE,P75
India,arima,death_stringency,1477.311205838737,MAE,P75
India,arima,no_exog,1399.8584062891418,MAE,P75
India,cnn_lstm,death_all,33842.59486607143,MAE,P75
India,cnn_lstm,death_mobility,23688.38497488839,MAE,P75
India,cnn_lstm,death_recovered,21199.92159598214,MAE,P75
India,cnn_lstm,death_stringency,31343.61669921875,MAE,P75
India,cnn_lstm,no_exog,4663.189854213169,MAE,P75
India,curvefit_lstm,death_all,49825.5342697879,MAE,P75
India,curvefit_lstm,death_mobility,25649.90574718745,MAE,P75
India,curvefit_lstm,death_recovered,1393.3919924777022,MAE,P75
India,curvefit_lstm,death_stringency,35851.31415957584,MAE,P75
India,curvefit_lstm,no_exog,2856.308538526833,MAE,P75
India,lstm,death_all,24034.41176060268,MAE,P75
India,lstm,death_mobility,13730.851684570312,MAE,P75
India,lstm,death_recovered,3371.0972987583705,MAE,P75
India,lstm,death_stringency,25869.99396623884,MAE,P75
India,lstm,no_exog,2279.087969098772,MAE,P75
India,prophet,death_all,39034.89333292867,MAE,P75
India,prophet,death_mobility,28668.96431120345,MAE,P75
India,prophet,death_recovered,17749.81258629493,MAE,P75
India,prophet,death_stringency,33574.78137055182,MAE,P75
India,prophet,no_exog,37921.82446499432,MAE,P75
India,sarima,death_all,1667.7722075644256,MAE,P75
India,sarima,death_mobility,1351.4550670711544,MAE,P75
India,sarima,death_recovered,1171.372029255322,MAE,P75
India,sarima,death_stringency,1149.8349572312727,MAE,P75
India,sarima,no_exog,1160.9868343708454,MAE,P75
India,svr,death_all,11239.992289673944,MAE,P75
India,svr,death_mobility,3527.0791482362606,MAE,P75
India,svr,death_recovered,1067.070156513597,MAE,P75
India,svr,death_stringency,17416.2648778172,MAE,P75
India,svr,no_exog,919.143118337445,MAE,P75
India,arima,death_all,10.791216007129716,MAE,MIN
India,arima,death_mobility,10.912828296631265,MAE,MIN
India,arima,death_recovered,9.197617982244862,MAE,MIN
India,arima,death_stringency,24.620108919911623,MAE,MIN
India,arima,no_exog,11.84692736187642,MAE,MIN
