country,model,exog_vars,value,metric,stat
Brazil,arima,death_all,6852.999388445056,MAE,MEDIAN
Brazil,arima,death_mobility,6277.004578681352,MAE,MEDIAN
Brazil,arima,death_recovered,7264.541491877373,MAE,MEDIAN
Brazil,arima,death_stringency,7462.764665290047,MAE,MEDIAN
Brazil,arima,no_exog,10428.172494663064,MAE,MEDIAN
Brazil,cnn_lstm,death_all,11269.191859654016,MAE,MEDIAN
Brazil,cnn_lstm,death_mobility,10652.205322265623,MAE,MEDIAN
Brazil,cnn_lstm,death_recovered,12866.636579241072,MAE,MEDIAN
Brazil,cnn_lstm,death_stringency,19012.452985491072,MAE,MEDIAN
Brazil,cnn_lstm,no_exog,10914.397042410714,MAE,MEDIAN
Brazil,curvefit_lstm,death_all,10175.433570493544,MAE,MEDIAN
Brazil,curvefit_lstm,death_mobility,10839.254693660678,MAE,MEDIAN
Brazil,curvefit_lstm,death_recovered,10151.567869431918,MAE,MEDIAN
Brazil,curvefit_lstm,death_stringency,10031.466494997778,MAE,MEDIAN
Brazil,curvefit_lstm,no_exog,10947.13740862153,MAE,MEDIAN
Brazil,lstm,death_all,13909.637625558036,MAE,MEDIAN
Brazil,lstm,death_mobility,9523.79618181501,MAE,MEDIAN
Brazil,lstm,death_recovered,10973.992202758787,MAE,MEDIAN
Brazil,lstm,death_stringency,20873.129324776783,MAE,MEDIAN
Brazil,lstm,no_exog,10036.576049804688,MAE,MEDIAN
Brazil,prophet,death_all,17528.50688349628,MAE,MEDIAN
Brazil,prophet,death_mobility,16061.277217272436,MAE,MEDIAN
Brazil,prophet,death_recovered,13045.018405898489,MAE,MEDIAN
Brazil,prophet,death_stringency,16355.826622834573,MAE,MEDIAN
Brazil,prophet,no_exog,15474.947579846232,MAE,MEDIAN
Brazil,sarima,death_all,5376.717123005212,MAE,MEDIAN
Brazil,sarima,death_mobility,5234.811430566073,MAE,MEDIAN
Brazil,sarima,death_recovered,5796.279930288231,MAE,MEDIAN
Brazil,sarima,death_stringency,6093.787929378737,MAE,MEDIAN
Brazil,sarima,no_exog,8873.068986427355,MAE,MEDIAN
Brazil,svr,death_all,22977.10312993441,MAE,MEDIAN
Brazil,svr,death_mobility,9611.029133688282,MAE,MEDIAN
Brazil,svr,death_recovered,8903.253338071036,MAE,MEDIAN
Brazil,svr,death_stringency,9712.995400870926,MAE,MEDIAN
Brazil,svr,no_exog,10848.33281265998,MAE,MEDIAN
Brazil,arima,death_all,5000.190996081292,MAE,P25
Brazil,arima,death_mobility,4884.583966552087,MAE,P25
Brazil,arima,death_recovered,4889.366111729935,MAE,P25
Brazil,arima,death_stringency,4926.728888103269,MAE,P25
Brazil,arima,no_exog,7439.686371229088,MAE,P25
Brazil,cnn_lstm,death_all,7639.656685965402,MAE,P25
Brazil,cnn_lstm,death_mobility,7361.067487444197,MAE,P25
Brazil,cnn_lstm,death_recovered,10338.889195033482,MAE,P25
Brazil,cnn_lstm,death_stringency,17478.829241071428,MAE,P25
Brazil,cnn_lstm,no_exog,7666.934640066964,MAE,P25
Brazil,curvefit_lstm,death_all,7336.96045621464,MAE,P25
Brazil,curvefit_lstm,death_mobility,8555.259739726696,MAE,P25
Brazil,curvefit_lstm,death_recovered,7292.100698318323,MAE,P25
Brazil,curvefit_lstm,death_stringency,7386.811349119541,MAE,P25
Brazil,curvefit_lstm,no_exog,7964.221561879045,MAE,P25
Brazil,lstm,death_all,10074.601266043526,MAE,P25
Brazil,lstm,death_mobility,7318.626159667969,MAE,P25
Brazil,lstm,death_recovered,7273.228812081474,MAE,P25
Brazil,lstm,death_stringency,17142.52814592634,MAE,P25
Brazil,lstm,no_exog,6922.554617745535,MAE,P25
Brazil,prophet,death_all,11329.73420034414,MAE,P25
Brazil,prophet,death_mobility,8735.83079698494,MAE,P25
Brazil,prophet,death_recovered,6986.194681752978,MAE,P25
Brazil,prophet,death_stringency,7343.271785777619,MAE,P25
Brazil,prophet,no_exog,12071.04609835346,MAE,P25
Brazil,sarima,death_all,3895.087841632753,MAE,P25
Brazil,sarima,death_mobility,3899.959341410801,MAE,P25
Brazil,sarima,death_recovered,3862.630715588084,MAE,P25
Brazil,sarima,death_stringency,3847.43090713108,MAE,P25
Brazil,sarima,no_exog,5652.902637577159,MAE,P25
Brazil,svr,death_all,19626.128745007787,MAE,P25
Brazil,svr,death_mobility,6888.801297847064,MAE,P25
Brazil,svr,death_recovered,5881.142142154988,MAE,P25
Brazil,svr,death_stringency,6707.276318079899,MAE,P25
Brazil,svr,no_exog,7130.484702695974,MAE,P25
Brazil,arima,death_all,16683.36075502946,MAE,P75
Brazil,arima,death_mobility,16512.68450794413,MAE,P75
Brazil,arima,death_recovered,16084.62098194274,MAE,P75
Brazil,arima,death_stringency,16240.592757523267,MAE,P75
Brazil,arima,no_exog,17252.553053044652,MAE,P75
Brazil,cnn_lstm,death_all,20205.533272879464,MAE,P75
Brazil,cnn_lstm,death_mobility,20581.61505998884,MAE,P75
Brazil,cnn_lstm,death_recovered,22856.896065848214,MAE,P75
Brazil,cnn_lstm,death_stringency,24088.621651785717,MAE,P75
Brazil,cnn_lstm,no_exog,20162.487444196428,MAE,P75
Brazil,curvefit_lstm,death_all,19770.107010110125,MAE,P75
Brazil,curvefit_lstm,death_mobility,18229.965754051576,MAE,P75
Brazil,curvefit_lstm,death_recovered,18526.66117581768,MAE,P75
Brazil,curvefit_lstm,death_stringency,19517.67801701248,MAE,P75
Brazil,curvefit_lstm,no_exog,18988.7044100346,MAE,P75
Brazil,lstm,death_all,26221.44886997768,MAE,P75
Brazil,lstm,death_mobility,17081.706495012557,MAE,P75
Brazil,lstm,death_recovered,17829.25631277902,MAE,P75
Brazil,lstm,death_stringency,30045.582589285717,MAE,P75
Brazil,lstm,no_exog,16946.81392996652,MAE,P75
Brazil,prophet,death_all,30103.996366373078,MAE,P75
Brazil,prophet,death_mobility,27300.313912761358,MAE,P75
